,idind,b2,b2a,b2b,b2c_yr,b2c_mo,b3b,b4,b5,b6,b7,b9a,b9,wave,b10,b11,b12,b3,b3a,b8,b13,b7_93,b12_93,hhid,line,commid,t1,t2,t3,t4,t5
3801,211104063121.0,1.0,,0.0,,,0.0,11.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211104063.0,121.0,211104.0,21.0,1.0,1.0,4.0,63.0
3806,211104064001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211104064.0,1.0,211104.0,21.0,1.0,1.0,4.0,64.0
3812,211104064002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104064.0,2.0,211104.0,21.0,1.0,1.0,4.0,64.0
3816,211104081001.0,1.0,,0.0,,,0.0,10.0,2.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211104081.0,1.0,211104.0,21.0,1.0,1.0,4.0,81.0
3822,211104081002.0,1.0,,0.0,,,1.0,6.0,1.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211104081.0,2.0,211104.0,21.0,1.0,1.0,4.0,81.0
3829,211104121001.0,0.0,9.0,,,,,,,,,,,2009.0,,,,,,,,,,211104121.0,1.0,211104.0,21.0,1.0,1.0,4.0,121.0
3830,211104121002.0,1.0,,0.0,,,0.0,4.0,3.0,9.0,1.0,0.0,,2009.0,,,,,,,,,,211104121.0,2.0,211104.0,21.0,1.0,1.0,4.0,121.0
3834,211104122001.0,1.0,,0.0,,,0.0,10.0,5.0,8.0,3.0,0.0,,2009.0,,,,,,,,,,211104122.0,1.0,211104.0,21.0,1.0,1.0,4.0,122.0
3837,211104122002.0,1.0,,0.0,,,0.0,2.0,3.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211104122.0,2.0,211104.0,21.0,1.0,1.0,4.0,122.0
3838,211104123001.0,1.0,,0.0,,,1.0,13.0,2.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211104123.0,1.0,211104.0,21.0,1.0,1.0,4.0,123.0
3841,211104123002.0,0.0,9.0,,,,,,,,,,,2009.0,,,,,,,,,,211104123.0,2.0,211104.0,21.0,1.0,1.0,4.0,123.0
3845,211104124001.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211104124.0,1.0,211104.0,21.0,1.0,1.0,4.0,124.0
3846,211104124002.0,1.0,,0.0,,,0.0,6.0,5.0,8.0,3.0,0.0,,2009.0,,,,,,,,,,211104124.0,2.0,211104.0,21.0,1.0,1.0,4.0,124.0
3853,211104141001.0,0.0,5.0,,2008.0,1.0,,,,,,,,2009.0,,,,,,,,,,211104016.0,1.0,211104.0,21.0,1.0,1.0,4.0,16.0
3862,211104141002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104016.0,2.0,211104.0,21.0,1.0,1.0,4.0,16.0
4130,211201130001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211201130.0,1.0,211201.0,21.0,1.0,2.0,1.0,130.0
4133,211201130002.0,0.0,5.0,,2007.0,12.0,,,,,,,,2009.0,,,,,,,,,,211201130.0,2.0,211201.0,21.0,1.0,2.0,1.0,130.0
4136,211201131001.0,0.0,5.0,,1998.0,11.0,,,,,,,,2009.0,,,,,,,,,,211201131.0,1.0,211201.0,21.0,1.0,2.0,1.0,131.0
4138,211201131002.0,0.0,5.0,,1993.0,10.0,,,,,,,,2009.0,,,,,,,,,,211201131.0,2.0,211201.0,21.0,1.0,2.0,1.0,131.0
4140,211201132001.0,0.0,5.0,,1994.0,6.0,,,,,,,,2009.0,,,,,,,,,,211201132.0,1.0,211201.0,21.0,1.0,2.0,1.0,132.0
4143,211201132002.0,1.0,,0.0,,,0.0,6.0,3.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211201132.0,2.0,211201.0,21.0,1.0,2.0,1.0,132.0
4146,211201133001.0,1.0,,0.0,,,0.0,10.0,1.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211201133.0,1.0,211201.0,21.0,1.0,2.0,1.0,133.0
4149,211201133002.0,1.0,,0.0,,,1.0,1.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211201133.0,2.0,211201.0,21.0,1.0,2.0,1.0,133.0
4152,211201134001.0,0.0,5.0,,1994.0,10.0,,,,,,,,2009.0,,,,,,,,,,211201134.0,1.0,211201.0,21.0,1.0,2.0,1.0,134.0
4155,211201134002.0,0.0,5.0,,1992.0,7.0,,,,,,,,2009.0,,,,,,,,,,211201134.0,2.0,211201.0,21.0,1.0,2.0,1.0,134.0
4158,211201135001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211201135.0,1.0,211201.0,21.0,1.0,2.0,1.0,135.0
4161,211201135002.0,0.0,5.0,,2003.0,3.0,,,,,,,,2009.0,,,,,,,,,,211201135.0,2.0,211201.0,21.0,1.0,2.0,1.0,135.0
4164,211201135003.0,1.0,,0.0,,,0.0,4.0,3.0,3.0,2.0,0.0,,2009.0,,,,,,,,,,211201135.0,3.0,211201.0,21.0,1.0,2.0,1.0,135.0
4166,211201136001.0,0.0,5.0,,2000.0,5.0,,,,,,,,2009.0,,,,,,,,,,211201136.0,1.0,211201.0,21.0,1.0,2.0,1.0,136.0
4169,211201136002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211201136.0,2.0,211201.0,21.0,1.0,2.0,1.0,136.0
4171,211201136003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211201136.0,3.0,211201.0,21.0,1.0,2.0,1.0,136.0
4173,211201137001.0,0.0,5.0,,1994.0,9.0,,,,,,,,2009.0,,,,,,,,,,211201137.0,1.0,211201.0,21.0,1.0,2.0,1.0,137.0
4180,211201137002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211201137.0,2.0,211201.0,21.0,1.0,2.0,1.0,137.0
4182,211201137003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211201137.0,3.0,211201.0,21.0,1.0,2.0,1.0,137.0
4184,211201138001.0,0.0,5.0,,1998.0,2.0,,,,,,,,2009.0,,,,,,,,,,211201138.0,1.0,211201.0,21.0,1.0,2.0,1.0,138.0
4186,211201138002.0,0.0,5.0,,1999.0,2.0,,,,,,,,2009.0,,,,,,,,,,211201138.0,2.0,211201.0,21.0,1.0,2.0,1.0,138.0
4188,211201139001.0,0.0,5.0,,1992.0,2.0,,,,,,,,2009.0,,,,,,,,,,211201139.0,1.0,211201.0,21.0,1.0,2.0,1.0,139.0
4191,211201139002.0,0.0,5.0,,1991.0,10.0,,,,,,,,2009.0,,,,,,,,,,211201139.0,2.0,211201.0,21.0,1.0,2.0,1.0,139.0
4194,211201139003.0,1.0,,0.0,,,0.0,11.0,4.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211201139.0,3.0,211201.0,21.0,1.0,2.0,1.0,139.0
4197,211201139004.0,1.0,,0.0,,,0.0,6.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211201139.0,4.0,211201.0,21.0,1.0,2.0,1.0,139.0
4395,211202085001.0,1.0,,0.0,,,1.0,10.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211202085.0,1.0,211202.0,21.0,1.0,2.0,2.0,85.0
4400,211202085002.0,1.0,,0.0,,,0.0,11.0,5.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211202085.0,2.0,211202.0,21.0,1.0,2.0,2.0,85.0
4406,211202121001.0,1.0,,0.0,,,0.0,4.0,3.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211202121.0,1.0,211202.0,21.0,1.0,2.0,2.0,121.0
4409,211202121002.0,0.0,5.0,,2009.0,1.0,,,,,,,,2009.0,,,,,,,,,,211202121.0,2.0,211202.0,21.0,1.0,2.0,2.0,121.0
4412,211202121003.0,1.0,,0.0,,,1.0,4.0,3.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211202121.0,3.0,211202.0,21.0,1.0,2.0,2.0,121.0
4414,211202122001.0,1.0,,1.0,2005.0,4.0,0.0,4.0,5.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211202122.0,1.0,211202.0,21.0,1.0,2.0,2.0,122.0
4417,211202122002.0,0.0,5.0,,1982.0,11.0,,,,,,,,2009.0,,,,,,,,,,211202122.0,2.0,211202.0,21.0,1.0,2.0,2.0,122.0
4419,211202123001.0,1.0,,0.0,,,0.0,3.0,3.0,3.0,2.0,0.0,,2009.0,,,,,,,,,,211202123.0,1.0,211202.0,21.0,1.0,2.0,2.0,123.0
4422,211202123002.0,1.0,,1.0,2004.0,9.0,0.0,2.0,4.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211202123.0,2.0,211202.0,21.0,1.0,2.0,2.0,123.0
4425,211202123003.0,1.0,,0.0,,,0.0,4.0,3.0,3.0,2.0,0.0,,2009.0,,,,,,,,,,211202123.0,3.0,211202.0,21.0,1.0,2.0,2.0,123.0
4427,211202124001.0,1.0,,0.0,,,0.0,4.0,3.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211202124.0,1.0,211202.0,21.0,1.0,2.0,2.0,124.0
4430,211202124002.0,1.0,,1.0,2007.0,4.0,1.0,11.0,5.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211202124.0,2.0,211202.0,21.0,1.0,2.0,2.0,124.0
4433,211202125001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211202125.0,1.0,211202.0,21.0,1.0,2.0,2.0,125.0
4435,211202125002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211202125.0,2.0,211202.0,21.0,1.0,2.0,2.0,125.0
4438,211202126001.0,0.0,5.0,,2006.0,11.0,,,,,,,,2009.0,,,,,,,,,,211202126.0,1.0,211202.0,21.0,1.0,2.0,2.0,126.0
4441,211202126002.0,0.0,5.0,,1997.0,6.0,,,,,,,,2009.0,,,,,,,,,,211202126.0,2.0,211202.0,21.0,1.0,2.0,2.0,126.0
4444,211202127001.0,0.0,5.0,,2007.0,3.0,,,,,,,,2009.0,,,,,,,,,,211202127.0,1.0,211202.0,21.0,1.0,2.0,2.0,127.0
4447,211202127002.0,0.0,5.0,,2005.0,4.0,,,,,,,,2009.0,,,,,,,,,,211202127.0,2.0,211202.0,21.0,1.0,2.0,2.0,127.0
4450,211202128001.0,1.0,,0.0,,,0.0,1.0,3.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211202128.0,1.0,211202.0,21.0,1.0,2.0,2.0,128.0
4453,211202128002.0,0.0,5.0,,2004.0,3.0,,,,,,,,2009.0,,,,,,,,,,211202128.0,2.0,211202.0,21.0,1.0,2.0,2.0,128.0
4456,211202129001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211202129.0,1.0,211202.0,21.0,1.0,2.0,2.0,129.0
4459,211202129002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211202129.0,2.0,211202.0,21.0,1.0,2.0,2.0,129.0
4462,211202129003.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211202129.0,3.0,211202.0,21.0,1.0,2.0,2.0,129.0
4472,211203001001.0,1.0,,0.0,,,0.0,10.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211203001.0,1.0,211203.0,21.0,1.0,2.0,3.0,1.0
4481,211203001002.0,1.0,,0.0,,,1.0,11.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211203001.0,2.0,211203.0,21.0,1.0,2.0,3.0,1.0
4502,211203003001.0,1.0,,0.0,,,0.0,1.0,3.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211203003.0,1.0,211203.0,21.0,1.0,2.0,3.0,3.0
4511,211203003002.0,1.0,,0.0,,,0.0,1.0,3.0,2.0,2.0,0.0,,2009.0,,,,,,,,,,211203003.0,2.0,211203.0,21.0,1.0,2.0,3.0,3.0
4532,211203005001.0,0.0,5.0,,1997.0,9.0,,,,,,,,2009.0,,,,,,,,,,211203005.0,1.0,211203.0,21.0,1.0,2.0,3.0,5.0
4541,211203005002.0,0.0,5.0,,1994.0,2.0,,,,,,,,2009.0,,,,,,,,,,211203005.0,2.0,211203.0,21.0,1.0,2.0,3.0,5.0
4555,211203005005.0,1.0,,0.0,,,0.0,11.0,4.0,8.0,2.0,0.0,,2009.0,,,,,,,,,,211203005.0,5.0,211203.0,21.0,1.0,2.0,3.0,5.0
4559,211203005081.0,1.0,,0.0,,,0.0,11.0,4.0,2.0,1.0,0.0,,2009.0,,,,,,,,,,211203005.0,81.0,211203.0,21.0,1.0,2.0,3.0,5.0
4575,211203006003.0,1.0,,0.0,,,1.0,11.0,5.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211203006.0,3.0,211203.0,21.0,1.0,2.0,3.0,6.0
4585,211203006005.0,1.0,,0.0,,,0.0,6.0,5.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211203006.0,5.0,211203.0,21.0,1.0,2.0,3.0,6.0
4594,211203007001.0,0.0,5.0,,2009.0,10.0,,,,,,,,2009.0,,,,,,,,,,211203007.0,1.0,211203.0,21.0,1.0,2.0,3.0,7.0
4603,211203007002.0,0.0,5.0,,2003.0,4.0,,,,,,,,2009.0,,,,,,,,,,211203007.0,2.0,211203.0,21.0,1.0,2.0,3.0,7.0
4626,211203009001.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211203009.0,1.0,211203.0,21.0,1.0,2.0,3.0,9.0
4634,211203009002.0,1.0,,1.0,2005.0,6.0,1.0,4.0,5.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211203009.0,2.0,211203.0,21.0,1.0,2.0,3.0,9.0
4645,211203010001.0,0.0,5.0,,1991.0,3.0,,,,,,,,2009.0,,,,,,,,,,211203010.0,1.0,211203.0,21.0,1.0,2.0,3.0,10.0
4653,211203010002.0,0.0,5.0,,1986.0,10.0,,,,,,,,2009.0,,,,,,,,,,211203010.0,2.0,211203.0,21.0,1.0,2.0,3.0,10.0
4665,211203011001.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,2.0,0.0,,2009.0,,,,,,,,,,211203011.0,1.0,211203.0,21.0,1.0,2.0,3.0,11.0
4673,211203011002.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,2.0,0.0,,2009.0,,,,,,,,,,211203011.0,2.0,211203.0,21.0,1.0,2.0,3.0,11.0
4700,211203014001.0,1.0,,0.0,,,0.0,3.0,3.0,1.0,3.0,0.0,,2009.0,,,,,,,,,,211203014.0,1.0,211203.0,21.0,1.0,2.0,3.0,14.0
4709,211203014002.0,1.0,,1.0,2007.0,10.0,0.0,2.0,4.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211203014.0,2.0,211203.0,21.0,1.0,2.0,3.0,14.0
4721,211203015001.0,1.0,,0.0,,,0.0,1.0,3.0,2.0,2.0,0.0,,2009.0,,,,,,,,,,211203015.0,1.0,211203.0,21.0,1.0,2.0,3.0,15.0
4728,211203015002.0,0.0,5.0,,2000.0,4.0,,,,,,,,2009.0,,,,,,,,,,211203015.0,2.0,211203.0,21.0,1.0,2.0,3.0,15.0
4734,211203015004.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211203015.0,4.0,211203.0,21.0,1.0,2.0,3.0,15.0
4748,211203017001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211203017.0,1.0,211203.0,21.0,1.0,2.0,3.0,17.0
4756,211203017002.0,0.0,5.0,,2006.0,7.0,,,,,,,,2009.0,,,,,,,,,,211203017.0,2.0,211203.0,21.0,1.0,2.0,3.0,17.0
4802,211203061001.0,1.0,,0.0,,,0.0,3.0,8.0,2.0,2.0,0.0,,2009.0,,,,,,,,,,211203061.0,1.0,211203.0,21.0,1.0,2.0,3.0,61.0
4808,211203061002.0,1.0,,0.0,,,0.0,1.0,3.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211203061.0,2.0,211203.0,21.0,1.0,2.0,3.0,61.0
4830,211203083001.0,0.0,5.0,,1999.0,9.0,,,,,,,,2009.0,,,,,,,,,,211203083.0,1.0,211203.0,21.0,1.0,2.0,3.0,83.0
4834,211203083002.0,0.0,5.0,,1995.0,8.0,,,,,,,,2009.0,,,,,,,,,,211203083.0,2.0,211203.0,21.0,1.0,2.0,3.0,83.0
4844,211203084001.0,0.0,5.0,,1996.0,7.0,,,,,,,,2009.0,,,,,,,,,,211203084.0,1.0,211203.0,21.0,1.0,2.0,3.0,84.0
4849,211203084002.0,0.0,5.0,,1992.0,10.0,,,,,,,,2009.0,,,,,,,,,,211203084.0,2.0,211203.0,21.0,1.0,2.0,3.0,84.0
4854,211203084003.0,1.0,,0.0,,,1.0,11.0,4.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211203084.0,3.0,211203.0,21.0,1.0,2.0,3.0,84.0
4863,211203086001.0,0.0,5.0,,1992.0,6.0,,,,,,,,2009.0,,,,,,,,,,211203086.0,1.0,211203.0,21.0,1.0,2.0,3.0,86.0
4868,211203086002.0,0.0,5.0,,1992.0,4.0,,,,,,,,2009.0,,,,,,,,,,211203086.0,2.0,211203.0,21.0,1.0,2.0,3.0,86.0
4873,211203087001.0,0.0,5.0,,1989.0,3.0,,,,,,,,2009.0,,,,,,,,,,211203087.0,1.0,211203.0,21.0,1.0,2.0,3.0,87.0
4877,211203087002.0,0.0,5.0,,1991.0,9.0,,,,,,,,2009.0,,,,,,,,,,211203087.0,2.0,211203.0,21.0,1.0,2.0,3.0,87.0
4881,211203087003.0,0.0,3.0,,,,,,,,,,,2009.0,,,,,,,,,,211203087.0,3.0,211203.0,21.0,1.0,2.0,3.0,87.0
4885,211203088001.0,0.0,5.0,,1991.0,6.0,,,,,,,,2009.0,,,,,,,,,,211203088.0,1.0,211203.0,21.0,1.0,2.0,3.0,88.0
4890,211203088002.0,0.0,5.0,,1990.0,6.0,,,,,,,,2009.0,,,,,,,,,,211203088.0,2.0,211203.0,21.0,1.0,2.0,3.0,88.0
4893,211203121001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211203121.0,1.0,211203.0,21.0,1.0,2.0,3.0,121.0
4896,211203121002.0,1.0,,0.0,,,0.0,11.0,5.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211203121.0,2.0,211203.0,21.0,1.0,2.0,3.0,121.0
4900,211203122001.0,0.0,5.0,,1995.0,9.0,,,,,,,,2009.0,,,,,,,,,,211203122.0,1.0,211203.0,21.0,1.0,2.0,3.0,122.0
4903,211203122002.0,0.0,5.0,,1992.0,9.0,,,,,,,,2009.0,,,,,,,,,,211203122.0,2.0,211203.0,21.0,1.0,2.0,3.0,122.0
4906,211203123001.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211203123.0,1.0,211203.0,21.0,1.0,2.0,3.0,123.0
4908,211203123002.0,1.0,,0.0,,,0.0,4.0,3.0,2.0,2.0,0.0,,2009.0,,,,,,,,,,211203123.0,2.0,211203.0,21.0,1.0,2.0,3.0,123.0
4934,211204003001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211204003.0,1.0,211204.0,21.0,1.0,2.0,4.0,3.0
4940,211204003002.0,0.0,5.0,,2002.0,3.0,,,,,,,,2009.0,,,,,,,,,,211204003.0,2.0,211204.0,21.0,1.0,2.0,4.0,3.0
5074,211204017001.0,1.0,,1.0,2000.0,9.0,0.0,11.0,5.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211204017.0,1.0,211204.0,21.0,1.0,2.0,4.0,17.0
5081,211204017002.0,1.0,,1.0,2003.0,5.0,0.0,7.0,5.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211204017.0,2.0,211204.0,21.0,1.0,2.0,4.0,17.0
5090,211204017005.0,1.0,,0.0,,,0.0,6.0,5.0,3.0,2.0,0.0,,2009.0,,,,,,,,,,211204017.0,5.0,211204.0,21.0,1.0,2.0,4.0,17.0
5175,211204070001.0,0.0,5.0,,1989.0,12.0,,,,,,,,2009.0,,,,,,,,,,211204070.0,1.0,211204.0,21.0,1.0,2.0,4.0,70.0
5181,211204070002.0,0.0,5.0,,1985.0,8.0,,,,,,,,2009.0,,,,,,,,,,211204070.0,2.0,211204.0,21.0,1.0,2.0,4.0,70.0
5196,211204072001.0,0.0,5.0,,2008.0,12.0,,,,,,,,2009.0,,,,,,,,,,211204072.0,1.0,211204.0,21.0,1.0,2.0,4.0,72.0
5202,211204072002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211204072.0,2.0,211204.0,21.0,1.0,2.0,4.0,72.0
5219,211204121001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211204121.0,1.0,211204.0,21.0,1.0,2.0,4.0,121.0
5221,211204121002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211204121.0,2.0,211204.0,21.0,1.0,2.0,4.0,121.0
5223,211204122001.0,1.0,,0.0,,,0.0,11.0,5.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211204122.0,1.0,211204.0,21.0,1.0,2.0,4.0,122.0
5225,211204122002.0,0.0,5.0,,2004.0,12.0,,,,,,,,2009.0,,,,,,,,,,211204122.0,2.0,211204.0,21.0,1.0,2.0,4.0,122.0
5227,211204123001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211204123.0,1.0,211204.0,21.0,1.0,2.0,4.0,123.0
5229,211204123002.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211204123.0,2.0,211204.0,21.0,1.0,2.0,4.0,123.0
5231,211204124001.0,1.0,,0.0,,,0.0,3.0,3.0,2.0,1.0,0.0,,2009.0,,,,,,,,,,211204124.0,1.0,211204.0,21.0,1.0,2.0,4.0,124.0
5234,211204124002.0,1.0,,0.0,,,0.0,10.0,4.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,211204124.0,2.0,211204.0,21.0,1.0,2.0,4.0,124.0
5236,211204125001.0,0.0,5.0,,1995.0,6.0,,,,,,,,2009.0,,,,,,,,,,211204125.0,1.0,211204.0,21.0,1.0,2.0,4.0,125.0
5239,211204126001.0,1.0,,0.0,,,0.0,3.0,3.0,1.0,3.0,0.0,,2009.0,,,,,,,,,,211204126.0,1.0,211204.0,21.0,1.0,2.0,4.0,126.0
5242,211204126002.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211204126.0,2.0,211204.0,21.0,1.0,2.0,4.0,126.0
5245,211204127001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211204127.0,1.0,211204.0,21.0,1.0,2.0,4.0,127.0
5248,211204128001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211204128.0,1.0,211204.0,21.0,1.0,2.0,4.0,128.0
5250,211204128002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211204128.0,2.0,211204.0,21.0,1.0,2.0,4.0,128.0
5253,211204129001.0,0.0,5.0,,2001.0,12.0,,,,,,,,2009.0,,,,,,,,,,211204129.0,1.0,211204.0,21.0,1.0,2.0,4.0,129.0
5256,211204129002.0,0.0,5.0,,1993.0,10.0,,,,,,,,2009.0,,,,,,,,,,211204129.0,2.0,211204.0,21.0,1.0,2.0,4.0,129.0
5259,211204130001.0,0.0,5.0,,2001.0,10.0,,,,,,,,2009.0,,,,,,,,,,211204130.0,1.0,211204.0,21.0,1.0,2.0,4.0,130.0
5262,211204130002.0,0.0,5.0,,1996.0,5.0,,,,,,,,2009.0,,,,,,,,,,211204130.0,2.0,211204.0,21.0,1.0,2.0,4.0,130.0
5265,211204131001.0,1.0,,0.0,,,0.0,7.0,6.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211204131.0,1.0,211204.0,21.0,1.0,2.0,4.0,131.0
5267,211204132001.0,1.0,,0.0,,,0.0,4.0,3.0,2.0,1.0,0.0,,2009.0,,,,,,,,,,211204132.0,1.0,211204.0,21.0,1.0,2.0,4.0,132.0
5270,211204132002.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,1.0,0.0,,2009.0,,,,,,,,,,211204132.0,2.0,211204.0,21.0,1.0,2.0,4.0,132.0
5273,211204133001.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211204133.0,1.0,211204.0,21.0,1.0,2.0,4.0,133.0
5275,211204133002.0,1.0,,0.0,,,1.0,7.0,5.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211204133.0,2.0,211204.0,21.0,1.0,2.0,4.0,133.0
5277,211204133003.0,1.0,,0.0,,,1.0,10.0,4.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211204133.0,3.0,211204.0,21.0,1.0,2.0,4.0,133.0
5278,211204134001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211204134.0,1.0,211204.0,21.0,1.0,2.0,4.0,134.0
5281,211204134002.0,0.0,5.0,,1999.0,7.0,,,,,,,,2009.0,,,,,,,,,,211204134.0,2.0,211204.0,21.0,1.0,2.0,4.0,134.0
5284,211204135001.0,1.0,,0.0,,,0.0,10.0,3.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,211204135.0,1.0,211204.0,21.0,1.0,2.0,4.0,135.0
5287,211204135002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211204135.0,2.0,211204.0,21.0,1.0,2.0,4.0,135.0
5290,211204135003.0,1.0,,0.0,,,1.0,11.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211204135.0,3.0,211204.0,21.0,1.0,2.0,4.0,135.0
5293,211204136001.0,1.0,,0.0,,,1.0,11.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211204136.0,1.0,211204.0,21.0,1.0,2.0,4.0,136.0
5296,211204136002.0,0.0,5.0,,2004.0,5.0,,,,,,,,2009.0,,,,,,,,,,211204136.0,2.0,211204.0,21.0,1.0,2.0,4.0,136.0
5308,211208001001.0,0.0,5.0,,2001.0,3.0,,,,,,,,2009.0,,,,,,,,,,211208001.0,1.0,211208.0,21.0,1.0,2.0,8.0,1.0
5317,211208002001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211208002.0,1.0,211208.0,21.0,1.0,2.0,8.0,2.0
5324,211208002003.0,1.0,,0.0,,,0.0,6.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211208002.0,3.0,211208.0,21.0,1.0,2.0,8.0,2.0
5330,211208002004.0,1.0,,0.0,,,1.0,11.0,4.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211208002.0,4.0,211208.0,21.0,1.0,2.0,8.0,2.0
5347,211208005001.0,0.0,5.0,,1992.0,3.0,,,,,,,,2009.0,,,,,,,,,,211208005.0,1.0,211208.0,21.0,1.0,2.0,8.0,5.0
5353,211208005002.0,0.0,5.0,,1990.0,9.0,,,,,,,,2009.0,,,,,,,,,,211208005.0,2.0,211208.0,21.0,1.0,2.0,8.0,5.0
5361,211208006002.0,0.0,5.0,,2005.0,9.0,,,,,,,,2009.0,,,,,,,,,,211208006.0,2.0,211208.0,21.0,1.0,2.0,8.0,6.0
5364,211208006003.0,1.0,,0.0,,,0.0,3.0,3.0,2.0,1.0,0.0,,2009.0,,,,,,,,,,211208006.0,3.0,211208.0,21.0,1.0,2.0,8.0,6.0
5367,211208006121.0,1.0,,0.0,,,0.0,3.0,4.0,2.0,1.0,0.0,,2009.0,,,,,,,,,,211208006.0,121.0,211208.0,21.0,1.0,2.0,8.0,6.0
5372,211208008001.0,1.0,,0.0,,,1.0,6.0,4.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211208008.0,1.0,211208.0,21.0,1.0,2.0,8.0,8.0
