,idind,b2d,c3,c5,c6,c7,c7b,c8,i18,i19,job,wave,c2,c4_89,c5_89,c6_89,c7_89,i100,i101,i102,i103,wage89_imp,c8_cln,i19_cln,hhid,line,commid,t1,t2,t3,t4,t5
3233,211201134001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201134.0,1.0,211201.0,21.0,1.0,2.0,1.0,134.0
3236,211201134002.0,940.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201134.0,2.0,211201.0,21.0,1.0,2.0,1.0,134.0
3241,211201135002.0,1700.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201135.0,2.0,211201.0,21.0,1.0,2.0,1.0,135.0
3244,211201135003.0,,12.0,5.0,8.0,40.0,1.0,1400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201135.0,3.0,211201.0,21.0,1.0,2.0,1.0,135.0
3246,211201136001.0,1680.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201136.0,1.0,211201.0,21.0,1.0,2.0,1.0,136.0
3251,211201137001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201137.0,1.0,211201.0,21.0,1.0,2.0,1.0,137.0
3258,211201138001.0,1600.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201138.0,1.0,211201.0,21.0,1.0,2.0,1.0,138.0
3260,211201138002.0,950.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201138.0,2.0,211201.0,21.0,1.0,2.0,1.0,138.0
3262,211201139001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201139.0,1.0,211201.0,21.0,1.0,2.0,1.0,139.0
3265,211201139002.0,800.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201139.0,2.0,211201.0,21.0,1.0,2.0,1.0,139.0
3268,211201139003.0,,12.0,5.0,9.0,45.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201139.0,3.0,211201.0,21.0,1.0,2.0,1.0,139.0
3271,211201139004.0,,12.0,6.0,8.0,48.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211201139.0,4.0,211201.0,21.0,1.0,2.0,1.0,139.0
3395,211202085001.0,,6.0,7.0,8.0,56.0,1.0,500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202085.0,1.0,211202.0,21.0,1.0,2.0,2.0,85.0
3399,211202085002.0,,12.0,7.0,8.0,56.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202085.0,2.0,211202.0,21.0,1.0,2.0,2.0,85.0
3403,211202121001.0,,12.0,5.0,8.0,40.0,1.0,3000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202121.0,1.0,211202.0,21.0,1.0,2.0,2.0,121.0
3406,211202121002.0,2000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202121.0,2.0,211202.0,21.0,1.0,2.0,2.0,121.0
3409,211202121003.0,,12.0,6.0,8.0,48.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202121.0,3.0,211202.0,21.0,1.0,2.0,2.0,121.0
3411,211202122001.0,2005.0,12.0,5.0,8.0,40.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202122.0,1.0,211202.0,21.0,1.0,2.0,2.0,122.0
3414,211202122002.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202122.0,2.0,211202.0,21.0,1.0,2.0,2.0,122.0
3416,211202123001.0,,12.0,5.0,8.0,40.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202123.0,1.0,211202.0,21.0,1.0,2.0,2.0,123.0
3419,211202123002.0,2500.0,12.0,6.0,6.0,36.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202123.0,2.0,211202.0,21.0,1.0,2.0,2.0,123.0
3421,211202123003.0,,12.0,5.0,8.0,40.0,1.0,1400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202123.0,3.0,211202.0,21.0,1.0,2.0,2.0,123.0
3423,211202124001.0,,12.0,5.0,8.0,40.0,1.0,2000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202124.0,1.0,211202.0,21.0,1.0,2.0,2.0,124.0
3426,211202124002.0,1900.0,12.0,7.0,8.0,56.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202124.0,2.0,211202.0,21.0,1.0,2.0,2.0,124.0
3431,211202126001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202126.0,1.0,211202.0,21.0,1.0,2.0,2.0,126.0
3434,211202126002.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202126.0,2.0,211202.0,21.0,1.0,2.0,2.0,126.0
3437,211202127001.0,2300.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202127.0,1.0,211202.0,21.0,1.0,2.0,2.0,127.0
3440,211202127002.0,1800.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202127.0,2.0,211202.0,21.0,1.0,2.0,2.0,127.0
3443,211202128001.0,,12.0,5.0,8.0,40.0,1.0,1600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202128.0,1.0,211202.0,21.0,1.0,2.0,2.0,128.0
3446,211202128002.0,1500.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211202128.0,2.0,211202.0,21.0,1.0,2.0,2.0,128.0
3459,211203001001.0,,10.0,7.0,10.0,70.0,1.0,1100.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203001.0,1.0,211203.0,21.0,1.0,2.0,3.0,1.0
3466,211203001002.0,,12.0,6.0,10.0,60.0,1.0,900.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203001.0,2.0,211203.0,21.0,1.0,2.0,3.0,1.0
3485,211203003001.0,,12.0,5.0,8.0,40.0,1.0,3500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203003.0,1.0,211203.0,21.0,1.0,2.0,3.0,3.0
3494,211203003002.0,,12.0,5.0,8.0,40.0,1.0,3200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203003.0,2.0,211203.0,21.0,1.0,2.0,3.0,3.0
3509,211203005001.0,2200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203005.0,1.0,211203.0,21.0,1.0,2.0,3.0,5.0
3517,211203005002.0,1900.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203005.0,2.0,211203.0,21.0,1.0,2.0,3.0,5.0
3530,211203005005.0,,12.0,7.0,8.0,56.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203005.0,5.0,211203.0,21.0,1.0,2.0,3.0,5.0
3533,211203005081.0,,12.0,5.0,8.0,40.0,1.0,1600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203005.0,81.0,211203.0,21.0,1.0,2.0,3.0,5.0
3543,211203006003.0,,12.0,3.0,9.0,72.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203006.0,3.0,211203.0,21.0,1.0,2.0,3.0,6.0
3550,211203006005.0,,12.0,6.0,8.0,48.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203006.0,5.0,211203.0,21.0,1.0,2.0,3.0,6.0
3559,211203007001.0,-999.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203007.0,1.0,211203.0,21.0,1.0,2.0,3.0,7.0
3568,211203007002.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203007.0,2.0,211203.0,21.0,1.0,2.0,3.0,7.0
3584,211203009001.0,,10.0,5.0,8.0,40.0,1.0,3000.0,1.0,1000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203009.0,1.0,211203.0,21.0,1.0,2.0,3.0,9.0
3592,211203009002.0,900.0,12.0,5.0,8.0,40.0,1.0,3000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203009.0,2.0,211203.0,21.0,1.0,2.0,3.0,9.0
3601,211203010001.0,5600.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203010.0,1.0,211203.0,21.0,1.0,2.0,3.0,10.0
3608,211203010002.0,2100.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203010.0,2.0,211203.0,21.0,1.0,2.0,3.0,10.0
3619,211203011001.0,,10.0,5.0,8.0,40.0,1.0,3600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203011.0,1.0,211203.0,21.0,1.0,2.0,3.0,11.0
3627,211203011002.0,,10.0,5.0,4.0,10.0,1.0,3600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203011.0,2.0,211203.0,21.0,1.0,2.0,3.0,11.0
3647,211203014001.0,,12.0,5.0,8.0,40.0,1.0,3000.0,1.0,200.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203014.0,1.0,211203.0,21.0,1.0,2.0,3.0,14.0
3656,211203014002.0,2000.0,12.0,5.0,8.0,40.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203014.0,2.0,211203.0,21.0,1.0,2.0,3.0,14.0
3666,211203015001.0,,10.0,5.0,8.0,40.0,1.0,4500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203015.0,1.0,211203.0,21.0,1.0,2.0,3.0,15.0
3673,211203015002.0,860.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203015.0,2.0,211203.0,21.0,1.0,2.0,3.0,15.0
3695,211203017002.0,950.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203017.0,2.0,211203.0,21.0,1.0,2.0,3.0,17.0
3727,211203061001.0,,12.0,5.0,8.0,40.0,1.0,2600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203061.0,1.0,211203.0,21.0,1.0,2.0,3.0,61.0
3733,211203061002.0,,12.0,5.0,8.0,40.0,1.0,3100.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203061.0,2.0,211203.0,21.0,1.0,2.0,3.0,61.0
3753,211203083001.0,2800.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,200.0,0.0,,,,,211203083.0,1.0,211203.0,21.0,1.0,2.0,3.0,83.0
3757,211203083002.0,2200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203083.0,2.0,211203.0,21.0,1.0,2.0,3.0,83.0
3763,211203084001.0,2800.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203084.0,1.0,211203.0,21.0,1.0,2.0,3.0,84.0
3768,211203084002.0,1700.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203084.0,2.0,211203.0,21.0,1.0,2.0,3.0,84.0
3772,211203084003.0,,12.0,6.0,10.0,60.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203084.0,3.0,211203.0,21.0,1.0,2.0,3.0,84.0
3781,211203086001.0,1100.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203086.0,1.0,211203.0,21.0,1.0,2.0,3.0,86.0
3786,211203086002.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203086.0,2.0,211203.0,21.0,1.0,2.0,3.0,86.0
3791,211203087001.0,3500.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203087.0,1.0,211203.0,21.0,1.0,2.0,3.0,87.0
3795,211203087002.0,2300.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203087.0,2.0,211203.0,21.0,1.0,2.0,3.0,87.0
3799,211203088001.0,2860.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203088.0,1.0,211203.0,21.0,1.0,2.0,3.0,88.0
3804,211203088002.0,2100.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203088.0,2.0,211203.0,21.0,1.0,2.0,3.0,88.0
3807,211203121002.0,,12.0,6.0,12.0,72.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203121.0,2.0,211203.0,21.0,1.0,2.0,3.0,121.0
3810,211203122001.0,3150.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203122.0,1.0,211203.0,21.0,1.0,2.0,3.0,122.0
3813,211203122002.0,950.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203122.0,2.0,211203.0,21.0,1.0,2.0,3.0,122.0
3816,211203123001.0,,12.0,5.0,8.0,40.0,1.0,1899.0,1.0,500.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203123.0,1.0,211203.0,21.0,1.0,2.0,3.0,123.0
3818,211203123002.0,,12.0,5.0,8.0,40.0,1.0,1950.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211203123.0,2.0,211203.0,21.0,1.0,2.0,3.0,123.0
3845,211204003002.0,750.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204003.0,2.0,211204.0,21.0,1.0,2.0,4.0,3.0
3951,211204017001.0,115.0,12.0,7.0,14.0,98.0,1.0,580.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204017.0,1.0,211204.0,21.0,1.0,2.0,4.0,17.0
3957,211204017002.0,800.0,12.0,7.0,10.0,70.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204017.0,2.0,211204.0,21.0,1.0,2.0,4.0,17.0
3963,211204017005.0,,12.0,7.0,8.0,56.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204017.0,5.0,211204.0,21.0,1.0,2.0,4.0,17.0
4009,211204070001.0,1290.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204070.0,1.0,211204.0,21.0,1.0,2.0,4.0,70.0
4014,211204070002.0,930.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204070.0,2.0,211204.0,21.0,1.0,2.0,4.0,70.0
4023,211204072001.0,2600.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204072.0,1.0,211204.0,21.0,1.0,2.0,4.0,72.0
4043,211204122001.0,,12.0,7.0,8.0,56.0,1.0,580.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204122.0,1.0,211204.0,21.0,1.0,2.0,4.0,122.0
4045,211204122002.0,1650.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204122.0,2.0,211204.0,21.0,1.0,2.0,4.0,122.0
4048,211204124001.0,,12.0,5.0,8.0,40.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204124.0,1.0,211204.0,21.0,1.0,2.0,4.0,124.0
4051,211204124002.0,,12.0,5.0,8.0,-99.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204124.0,2.0,211204.0,21.0,1.0,2.0,4.0,124.0
4053,211204125001.0,1300.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204125.0,1.0,211204.0,21.0,1.0,2.0,4.0,125.0
4056,211204126001.0,,12.0,5.0,8.0,40.0,1.0,3000.0,1.0,4000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204126.0,1.0,211204.0,21.0,1.0,2.0,4.0,126.0
4059,211204126002.0,,12.0,5.0,8.0,40.0,1.0,2000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204126.0,2.0,211204.0,21.0,1.0,2.0,4.0,126.0
4063,211204129001.0,2400.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204129.0,1.0,211204.0,21.0,1.0,2.0,4.0,129.0
4066,211204129002.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204129.0,2.0,211204.0,21.0,1.0,2.0,4.0,129.0
4069,211204130001.0,2300.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204130.0,1.0,211204.0,21.0,1.0,2.0,4.0,130.0
4072,211204130002.0,700.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204130.0,2.0,211204.0,21.0,1.0,2.0,4.0,130.0
4075,211204131001.0,,12.0,7.0,9.0,63.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204131.0,1.0,211204.0,21.0,1.0,2.0,4.0,131.0
4076,211204132001.0,,12.0,5.0,8.0,40.0,1.0,1200.0,1.0,500.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204132.0,1.0,211204.0,21.0,1.0,2.0,4.0,132.0
4079,211204132002.0,,12.0,5.0,8.0,40.0,1.0,2200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204132.0,2.0,211204.0,21.0,1.0,2.0,4.0,132.0
4083,211204133002.0,,8.0,7.0,9.0,63.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204133.0,2.0,211204.0,21.0,1.0,2.0,4.0,133.0
4085,211204133003.0,,12.0,6.0,8.0,48.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204133.0,3.0,211204.0,21.0,1.0,2.0,4.0,133.0
4087,211204134002.0,2200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204134.0,2.0,211204.0,21.0,1.0,2.0,4.0,134.0
4090,211204135001.0,,12.0,5.0,8.0,40.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204135.0,1.0,211204.0,21.0,1.0,2.0,4.0,135.0
4094,211204135003.0,,12.0,6.0,8.0,48.0,1.0,500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204135.0,3.0,211204.0,21.0,1.0,2.0,4.0,135.0
4097,211204136001.0,,12.0,5.0,8.0,40.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204136.0,1.0,211204.0,21.0,1.0,2.0,4.0,136.0
4100,211204136002.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211204136.0,2.0,211204.0,21.0,1.0,2.0,4.0,136.0
4111,211208001001.0,700.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208001.0,1.0,211208.0,21.0,1.0,2.0,8.0,1.0
4124,211208002003.0,,12.0,7.0,8.0,56.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208002.0,3.0,211208.0,21.0,1.0,2.0,8.0,2.0
4129,211208002004.0,,12.0,6.0,7.0,42.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208002.0,4.0,211208.0,21.0,1.0,2.0,8.0,2.0
4144,211208005001.0,2000.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,2000.0,0.0,,,,,211208005.0,1.0,211208.0,21.0,1.0,2.0,8.0,5.0
4149,211208005002.0,830.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208005.0,2.0,211208.0,21.0,1.0,2.0,8.0,5.0
4156,211208006002.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208006.0,2.0,211208.0,21.0,1.0,2.0,8.0,6.0
4159,211208006003.0,,12.0,5.0,8.0,40.0,1.0,2000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,1.0,500.0,,,,211208006.0,3.0,211208.0,21.0,1.0,2.0,8.0,6.0
4162,211208006121.0,,12.0,5.0,8.0,40.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208006.0,121.0,211208.0,21.0,1.0,2.0,8.0,6.0
4166,211208008001.0,,6.0,7.0,12.0,84.0,1.0,2500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208008.0,1.0,211208.0,21.0,1.0,2.0,8.0,8.0
4170,211208008002.0,,12.0,7.0,18.0,91.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208008.0,2.0,211208.0,21.0,1.0,2.0,8.0,8.0
4172,211208008003.0,,1.0,7.0,12.0,84.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208008.0,3.0,211208.0,21.0,1.0,2.0,8.0,8.0
4176,211208009001.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208009.0,1.0,211208.0,21.0,1.0,2.0,8.0,9.0
4183,211208010001.0,1100.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208010.0,1.0,211208.0,21.0,1.0,2.0,8.0,10.0
4188,211208010002.0,700.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208010.0,2.0,211208.0,21.0,1.0,2.0,8.0,10.0
4204,211208013001.0,2500.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208013.0,1.0,211208.0,21.0,1.0,2.0,8.0,13.0
4209,211208013002.0,600.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208013.0,2.0,211208.0,21.0,1.0,2.0,8.0,13.0
4218,211208014002.0,1600.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208014.0,2.0,211208.0,21.0,1.0,2.0,8.0,14.0
4227,211208015001.0,1700.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208015.0,1.0,211208.0,21.0,1.0,2.0,8.0,15.0
4232,211208015002.0,940.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208015.0,2.0,211208.0,21.0,1.0,2.0,8.0,15.0
4243,211208016001.0,2400.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208016.0,1.0,211208.0,21.0,1.0,2.0,8.0,16.0
4248,211208016002.0,1700.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208016.0,2.0,211208.0,21.0,1.0,2.0,8.0,16.0
4254,211208017001.0,,12.0,7.0,10.0,70.0,1.0,1100.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208017.0,1.0,211208.0,21.0,1.0,2.0,8.0,17.0
4262,211208018001.0,,12.0,7.0,12.0,84.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208018.0,1.0,211208.0,21.0,1.0,2.0,8.0,18.0
4264,211208018002.0,,12.0,7.0,12.0,84.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208018.0,2.0,211208.0,21.0,1.0,2.0,8.0,18.0
4271,211208020001.0,1500.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,300.0,,,,211208020.0,1.0,211208.0,21.0,1.0,2.0,8.0,20.0
4276,211208020002.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208020.0,2.0,211208.0,21.0,1.0,2.0,8.0,20.0
4280,211208020003.0,,12.0,5.0,8.0,40.0,1.0,1700.0,1.0,500.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208020.0,3.0,211208.0,21.0,1.0,2.0,8.0,20.0
4282,211208020004.0,,12.0,5.0,8.0,40.0,1.0,1200.0,1.0,500.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208020.0,4.0,211208.0,21.0,1.0,2.0,8.0,20.0
4286,211208081001.0,,12.0,7.0,9.0,63.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208081.0,1.0,211208.0,21.0,1.0,2.0,8.0,81.0
4290,211208081002.0,,12.0,7.0,9.0,63.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208081.0,2.0,211208.0,21.0,1.0,2.0,8.0,81.0
4294,211208082001.0,1400.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208082.0,1.0,211208.0,21.0,1.0,2.0,8.0,82.0
4299,211208082002.0,850.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208082.0,2.0,211208.0,21.0,1.0,2.0,8.0,82.0
4307,211208083002.0,2000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208083.0,2.0,211208.0,21.0,1.0,2.0,8.0,83.0
4326,211208087001.0,1100.0,12.0,7.0,10.0,70.0,1.0,2000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208087.0,1.0,211208.0,21.0,1.0,2.0,8.0,87.0
4331,211208087002.0,690.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208087.0,2.0,211208.0,21.0,1.0,2.0,8.0,87.0
4338,211208121001.0,-999.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208121.0,1.0,211208.0,21.0,1.0,2.0,8.0,121.0
4341,211208122001.0,,12.0,5.0,8.0,40.0,1.0,2800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208122.0,1.0,211208.0,21.0,1.0,2.0,8.0,122.0
4344,211208122002.0,,11.0,5.0,8.0,40.0,1.0,2000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,211208122.0,2.0,211208.0,21.0,1.0,2.0,8.0,122.0
4355,212101001001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,212101001.0,1.0,212101.0,21.0,2.0,1.0,1.0,1.0
4360,212101001002.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,212101001.0,2.0,212101.0,21.0,2.0,1.0,1.0,1.0
4375,212101004001.0,1300.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,212101004.0,1.0,212101.0,21.0,2.0,1.0,1.0,4.0
4379,212101004002.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,212101004.0,2.0,212101.0,21.0,2.0,1.0,1.0,4.0
4387,212101005002.0,1040.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,212101005.0,2.0,212101.0,21.0,2.0,1.0,1.0,5.0
4403,212101007001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,212101007.0,1.0,212101.0,21.0,2.0,1.0,1.0,7.0
