,idind_m,idind_c,gender,s57,cprel,west_dob_y,moon_dob_y,s56
12236,521103017002.0,521103017003.0,2.0,,,1980.0,1980.0,
12237,521103017002.0,521103017004.0,2.0,,,1988.0,1988.0,
12238,521103018002.0,521103018003.0,2.0,,,1982.0,1982.0,
12239,521103018002.0,521103018004.0,1.0,,,1986.0,1986.0,
12240,521103019002.0,521103019003.0,2.0,,,1984.0,1984.0,
12241,521103019002.0,521103019004.0,2.0,,,1987.0,1987.0,
12242,521103020001.0,521103020003.0,2.0,,,1988.0,1987.0,
12243,521103031002.0,521103031003.0,1.0,,,1991.0,1991.0,
12244,521104001001.0,521104001002.0,2.0,,,1975.0,1975.0,
12245,521104001001.0,521104001003.0,2.0,,,1978.0,1978.0,
12246,521104001001.0,521104001005.0,2.0,,,1986.0,1986.0,
12247,521104002004.0,521104002005.0,1.0,,,1970.0,1970.0,
12248,521104002004.0,521104002006.0,2.0,,,1972.0,1972.0,
12249,521104002004.0,521104002801.0,1.0,1.0,,1975.0,1974.0,1988.0
12250,521104002021.0,521104002022.0,2.0,,,1991.0,1991.0,
12251,521104004002.0,521104004004.0,1.0,,,1974.0,1974.0,
12252,521104004002.0,521104004005.0,2.0,,,1975.0,1975.0,
12253,521104004002.0,521104004006.0,2.0,,,1978.0,1978.0,
12254,521104006002.0,521104006005.0,1.0,,1.0,1972.0,1972.0,
12255,521104007001.0,521104007003.0,2.0,,,1978.0,1978.0,
12256,521104007001.0,521104007004.0,1.0,,1.0,1987.0,1987.0,1989.0
12257,521104007001.0,521104007801.0,2.0,0.0,,1980.0,1980.0,1982.0
12258,521104007001.0,521104007802.0,2.0,0.0,,1983.0,1983.0,1983.0
12259,521104008002.0,521104008003.0,2.0,,,1971.0,1971.0,
12260,521104008002.0,521104008004.0,2.0,,,1974.0,1974.0,
12261,521104008002.0,521104008005.0,2.0,,,1977.0,1977.0,
12262,521104008002.0,521104008006.0,1.0,,,1979.0,1979.0,
12263,521104009002.0,521104009003.0,1.0,,,1966.0,1966.0,
12264,521104009002.0,521104009004.0,1.0,,,1968.0,1968.0,
12265,521104009002.0,521104009005.0,2.0,,,1973.0,1973.0,
12266,521104009002.0,521104009801.0,2.0,,,1957.0,1956.0,
12267,521104009002.0,521104009802.0,1.0,,,1962.0,1962.0,
12268,521104009002.0,521104009803.0,2.0,,,1963.0,1963.0,
12269,521104009002.0,521104009804.0,2.0,,,1970.0,1970.0,
12270,521104009021.0,521104009031.0,2.0,,,1991.0,1990.0,
12271,521104010001.0,521104010002.0,2.0,,,1971.0,1971.0,
12272,521104010001.0,521104010003.0,2.0,,,1974.0,1974.0,
12273,521104010001.0,521104010801.0,2.0,1.0,,1970.0,1970.0,1971.0
12274,521104010001.0,521104010802.0,1.0,,,1967.0,1967.0,
12275,521104010001.0,521104010803.0,2.0,,,1966.0,1966.0,
12276,521104010002.0,521104010031.0,1.0,,,1991.0,1991.0,
12277,521104011002.0,521104011003.0,2.0,,,1980.0,1980.0,
12278,521104011002.0,521104011004.0,1.0,,,1981.0,1981.0,
12279,521104012002.0,521104012003.0,1.0,,,1969.0,1969.0,
12280,521104012002.0,521104012004.0,1.0,,,1973.0,1973.0,
12281,521104012002.0,521104012005.0,1.0,,,1975.0,1975.0,
12282,521104012002.0,521104012006.0,1.0,,,1979.0,1978.0,
12283,521104012002.0,521104012801.0,2.0,1.0,,1966.0,1966.0,1966.0
12284,521104012002.0,521104012802.0,1.0,1.0,,1967.0,1967.0,1967.0
12285,521104012002.0,521104012803.0,1.0,1.0,,1971.0,1971.0,1971.0
12286,521104012002.0,521104012804.0,1.0,1.0,,1977.0,1977.0,1977.0
12287,521104012002.0,521104012805.0,1.0,1.0,,1980.0,1980.0,1981.0
12288,521104014002.0,521104014003.0,1.0,,,1989.0,1989.0,
12289,521104014002.0,521104014004.0,2.0,,,1980.0,1980.0,
12290,521104014002.0,521104014005.0,2.0,,,1987.0,1987.0,
12291,521104014002.0,521104014801.0,1.0,1.0,,1976.0,1975.0,1983.0
12292,521104015001.0,521104015002.0,1.0,,,1980.0,1980.0,
12293,521104015001.0,521104015021.0,2.0,,,1990.0,1990.0,
12294,521104016002.0,521104016003.0,1.0,,,1973.0,1973.0,
12295,521104016002.0,521104016004.0,2.0,,,1974.0,1974.0,
12296,521104016002.0,521104016005.0,2.0,,,1978.0,1978.0,
12297,521104017001.0,521104017002.0,2.0,,,1983.0,1983.0,
12298,521104017001.0,521104017003.0,1.0,,,1987.0,1987.0,
12299,521104018002.0,521104018003.0,1.0,,,1983.0,1982.0,
12300,521104018002.0,521104018004.0,2.0,,,1988.0,1988.0,
12301,521104019002.0,521104019003.0,1.0,,,1986.0,1986.0,
12302,521104019002.0,521104019004.0,1.0,,,1988.0,1988.0,
12303,521104019002.0,521104019031.0,2.0,,,1991.0,1991.0,
12304,521104020002.0,521104020003.0,2.0,,,1988.0,1988.0,
12305,521104020002.0,521104020031.0,2.0,,,1992.0,1992.0,
12306,521105001004.0,521105001005.0,1.0,,1.0,1985.0,1985.0,
12307,521105003005.0,521105003010.0,2.0,,1.0,1995.0,1995.0,
12308,521105004004.0,521105004007.0,1.0,,1.0,1989.0,1989.0,
12309,521105004006.0,521105004008.0,1.0,,1.0,1997.0,1997.0,
12310,521105007004.0,521105007006.0,2.0,,1.0,1994.0,1993.0,
12311,521105008001.0,521105008003.0,1.0,,1.0,1982.0,1982.0,
12312,521105009002.0,521105009003.0,2.0,,1.0,1982.0,1982.0,
12313,521105010003.0,521105010004.0,2.0,,1.0,1990.0,1990.0,
12314,521105012001.0,521105012003.0,2.0,,1.0,1980.0,1980.0,
12315,521105014002.0,521105014003.0,1.0,,1.0,1982.0,1982.0,
12316,521105016001.0,521105016003.0,1.0,,1.0,1987.0,1987.0,
12317,521106004002.0,521106004003.0,2.0,,,1994.0,1994.0,
12318,521106005082.0,521106005083.0,1.0,,,1987.0,1987.0,
12319,521106009002.0,521106009003.0,2.0,,1.0,1983.0,1983.0,
12320,521106009002.0,521106009004.0,1.0,,1.0,1985.0,1985.0,
12321,521106010002.0,521106010003.0,1.0,,1.0,1996.0,1996.0,
12322,521106011061.0,521106011063.0,1.0,,,1997.0,1997.0,
12323,521106012002.0,521106012003.0,2.0,,1.0,1986.0,1986.0,
12324,521106013002.0,521106013004.0,1.0,,,1986.0,1986.0,
12325,521106013002.0,521106013005.0,2.0,,,1990.0,1990.0,
12326,521106014002.0,521106014003.0,1.0,,1.0,1980.0,1979.0,
12327,521106015002.0,521106015003.0,1.0,,1.0,1996.0,1996.0,
12328,521106016004.0,521106016081.0,1.0,,,2001.0,2000.0,
12329,521106017002.0,521106017003.0,1.0,,1.0,1981.0,1981.0,
12330,521106017081.0,521106017082.0,2.0,,,2004.0,2004.0,
12331,521106018061.0,521106018062.0,1.0,,,1999.0,1999.0,
12332,521106019002.0,521106019003.0,2.0,,,1983.0,1983.0,
12333,521106019002.0,521106019004.0,1.0,,,1986.0,1985.0,
12334,521106062001.0,521106062003.0,1.0,,,1990.0,1990.0,
12335,521106064002.0,521106064003.0,1.0,,,1991.0,1991.0,
12336,521106065002.0,521106065003.0,1.0,,,1989.0,1989.0,
12337,521106065002.0,521106065801.0,1.0,,,1978.0,1977.0,
12338,521106065002.0,521106065802.0,2.0,,,1980.0,1980.0,
12339,521106067002.0,521106067003.0,2.0,,,1990.0,1990.0,
12340,521106067002.0,521106067801.0,1.0,,,1981.0,1981.0,
12341,521106067003.0,521106067162.0,2.0,,,2015.0,2014.0,
12342,521106068002.0,521106068003.0,1.0,,,1980.0,1980.0,
12343,521106069002.0,521106069801.0,2.0,,,1972.0,1972.0,
12344,521106069002.0,521106069802.0,1.0,,,1973.0,1973.0,
12345,521106069002.0,521106069803.0,2.0,,,1975.0,1975.0,
12346,521106082001.0,521106082141.0,1.0,,,1991.0,1990.0,
12347,521106083002.0,521106083003.0,1.0,,,1991.0,1991.0,
12348,521106085002.0,521106085003.0,2.0,,,1995.0,1995.0,
12349,521106086002.0,521106086003.0,2.0,,,1982.0,1982.0,
12350,521106086002.0,521106086004.0,1.0,,,1987.0,1987.0,
12351,521106087002.0,521106087003.0,2.0,,,1982.0,1982.0,
12352,521106087002.0,521106087004.0,2.0,,,1988.0,1987.0,
12353,521106088001.0,521106088002.0,1.0,,,1982.0,1982.0,
12354,521106088161.0,521106088162.0,1.0,,,2007.0,2007.0,
12355,521106089002.0,521106089801.0,1.0,1.0,,1983.0,1983.0,2004.0
12356,521106090002.0,521106090003.0,1.0,,,1987.0,1987.0,
12357,521106101002.0,521106101003.0,2.0,,,1987.0,1987.0,
12358,521106161001.0,521106161002.0,1.0,,,1994.0,1994.0,
12359,521106162001.0,521106162003.0,2.0,,,2006.0,2006.0,
12360,521106163001.0,521106163003.0,2.0,,,2006.0,2006.0,
12361,521106164001.0,521106164003.0,1.0,,,1994.0,1994.0,
12362,521107001002.0,521107001004.0,2.0,,,1987.0,1987.0,
12363,521107001002.0,521107001005.0,1.0,,,1990.0,1990.0,
12364,521107001002.0,521107001801.0,2.0,,,1987.0,1987.0,
12365,521107001002.0,521107001802.0,1.0,,,1990.0,1990.0,
12366,521107002004.0,521107002122.0,1.0,,,2004.0,2004.0,
12367,521107003002.0,521107003005.0,1.0,,1.0,1979.0,1979.0,2004.0
12368,521107003081.0,521107003082.0,1.0,,,2004.0,2004.0,
12369,521107004002.0,521107004003.0,2.0,,,1979.0,1979.0,
12370,521107004002.0,521107004004.0,2.0,,,1981.0,1981.0,
12371,521107004003.0,521107004101.0,2.0,,,2002.0,2001.0,
12372,521107005002.0,521107005003.0,1.0,,,1986.0,1986.0,
12373,521107005002.0,521107005004.0,1.0,,,1984.0,1983.0,
12374,521107005121.0,521107005122.0,1.0,,,2007.0,2006.0,
12375,521107006005.0,521107006006.0,1.0,,,1993.0,1993.0,
12376,521107006005.0,521107006061.0,1.0,,,1997.0,1996.0,
12377,521107007002.0,521107007003.0,1.0,,,1979.0,1979.0,
12378,521107007002.0,521107007004.0,2.0,,,1984.0,1983.0,
12379,521107007141.0,521107007142.0,1.0,,,2010.0,2010.0,
12380,521107008002.0,521107008003.0,1.0,,,1975.0,1975.0,
12381,521107008002.0,521107008004.0,2.0,,,1978.0,1978.0,
12382,521107008002.0,521107008005.0,2.0,,,1981.0,1981.0,
12383,521107008121.0,521107008141.0,1.0,,,2009.0,2008.0,
12384,521107008121.0,521107008161.0,1.0,,,1999.0,1999.0,
12385,521107009005.0,521107009061.0,1.0,,,1997.0,1997.0,
12386,521107009081.0,521107009082.0,2.0,,,2003.0,2003.0,
12387,521107010002.0,521107010003.0,2.0,,,1985.0,1985.0,
12388,521107010002.0,521107010004.0,1.0,,,1991.0,1991.0,
12389,521107011002.0,521107011003.0,1.0,,,1976.0,1975.0,
12390,521107011002.0,521107011004.0,1.0,,,1978.0,1978.0,
12391,521107011061.0,521107011062.0,1.0,,,1999.0,1999.0,
12392,521107012002.0,521107012003.0,1.0,,,1970.0,1970.0,
12393,521107012002.0,521107012005.0,2.0,,,1973.0,1973.0,
12394,521107012002.0,521107012006.0,2.0,,,1976.0,1976.0,
12395,521107012004.0,521107012007.0,1.0,,,1995.0,1995.0,
12396,521107012004.0,521107012161.0,1.0,,,2003.0,2003.0,
12397,521107013005.0,521107013006.0,1.0,,,1992.0,1992.0,
12398,521107013005.0,521107013007.0,2.0,,,1990.0,1990.0,
12399,521107014001.0,521107014005.0,2.0,,,1983.0,1983.0,
12400,521107014001.0,521107014006.0,2.0,,,1985.0,1985.0,
12401,521107015005.0,521107015061.0,1.0,,,1997.0,1997.0,
12402,521107016005.0,521107162003.0,1.0,,,2000.0,2000.0,
12403,521107016006.0,521107016007.0,2.0,,,1997.0,1997.0,
12404,521107016006.0,521107016161.0,1.0,,,2010.0,2010.0,
12405,521107017002.0,521107017003.0,1.0,,,1982.0,1981.0,
12406,521107017002.0,521107017801.0,2.0,,,1980.0,1980.0,
12407,521107017004.0,521107017161.0,2.0,,,2001.0,2001.0,
12408,521107018004.0,521107018005.0,2.0,,,1981.0,1981.0,
12409,521107018004.0,521107018006.0,2.0,,,1983.0,1983.0,
12410,521107018006.0,521107018122.0,2.0,,,2007.0,2007.0,
12411,521107018006.0,521107018161.0,2.0,,,2013.0,2013.0,
12412,521107019002.0,521107019006.0,2.0,,1.0,1981.0,1981.0,
12413,521107019004.0,521107019007.0,2.0,,,1997.0,1997.0,
12414,521107019004.0,521107019161.0,1.0,,,2002.0,2002.0,
12415,521107020005.0,521107020007.0,2.0,,,1995.0,1995.0,
12416,521107061003.0,521107061004.0,2.0,,,1998.0,1998.0,
12417,521107061003.0,521107061101.0,1.0,,,2005.0,2005.0,
12418,521107161002.0,521107161003.0,2.0,,,1999.0,1999.0,
12419,521107161002.0,521107161004.0,1.0,,,2003.0,2003.0,
12420,521108001004.0,521108001007.0,2.0,,1.0,1995.0,1995.0,
12421,521108003082.0,521108003003.0,2.0,,,1991.0,1991.0,
12422,521108003082.0,521108003083.0,1.0,,,1995.0,1995.0,
12423,521108003082.0,521108003084.0,1.0,,,1997.0,1997.0,
12424,521108004002.0,521108004003.0,1.0,,,1988.0,1988.0,
12425,521108004002.0,521108004004.0,1.0,,,1992.0,1992.0,
12426,521108005002.0,521108005003.0,1.0,,,1970.0,1970.0,
12427,521108005002.0,521108005004.0,2.0,,,1976.0,1976.0,
12428,521108005002.0,521108005005.0,1.0,,,1982.0,1982.0,
12429,521108005002.0,521108005006.0,2.0,,,1978.0,1978.0,
12430,521108007001.0,521108007002.0,1.0,,1.0,1979.0,1979.0,
12431,521108007162.0,521108007161.0,2.0,,,2008.0,2008.0,
12432,521108008002.0,521108008004.0,2.0,,1.0,1979.0,1979.0,
12433,521108008002.0,521108008005.0,1.0,,1.0,1981.0,1981.0,
12434,521108008061.0,521108008062.0,1.0,,,2000.0,2000.0,
12435,521108008061.0,521108008161.0,2.0,,,2011.0,2011.0,
12436,521108009002.0,521108009003.0,2.0,,,1988.0,1988.0,
12437,521108009002.0,521108009004.0,1.0,,,1992.0,1992.0,
12438,521108009003.0,521108009801.0,2.0,,,2009.0,,
12439,521108011002.0,521108011003.0,2.0,,,1996.0,1996.0,
12440,521108011002.0,521108011141.0,2.0,,,2010.0,2010.0,
12441,521108012002.0,521108012003.0,1.0,,,1988.0,1988.0,
12442,521108012002.0,521108012004.0,1.0,,,1989.0,1989.0,
12443,521108012002.0,521108012005.0,2.0,,,1991.0,1991.0,
12444,521108013002.0,521108013003.0,2.0,,,1988.0,1988.0,
12445,521108013002.0,521108013004.0,1.0,,,1993.0,1993.0,
12446,521108013002.0,521108013801.0,1.0,1.0,,1990.0,1990.0,1990.0
12447,521108015002.0,521108015003.0,2.0,,,1982.0,1982.0,
12448,521108015002.0,521108015004.0,1.0,,,1985.0,1985.0,
12449,521108015002.0,521108015005.0,2.0,,,1987.0,1987.0,
12450,521108015002.0,521108015801.0,1.0,1.0,,1984.0,1984.0,1984.0
12451,521108015161.0,521108015162.0,2.0,,,2013.0,2013.0,
12452,521108016002.0,521108016003.0,2.0,,,1972.0,1972.0,
12453,521108016002.0,521108016004.0,1.0,,,1975.0,1975.0,
12454,521108016002.0,521108016005.0,1.0,,,1978.0,1978.0,
12455,521108016081.0,521108016101.0,1.0,,,2006.0,2006.0,
12456,521108016161.0,521108016162.0,1.0,,,2009.0,2008.0,
12457,521108017002.0,521108017004.0,1.0,,,1982.0,1981.0,
12458,521108017002.0,521108017801.0,1.0,1.0,,1978.0,1977.0,1979.0
12459,521108017002.0,521108083001.0,1.0,,,1975.0,1975.0,
12460,521108018002.0,521108018003.0,1.0,,,1981.0,1981.0,
12461,521108018002.0,521108018004.0,1.0,,,1983.0,1983.0,
12462,521108019002.0,521108019003.0,1.0,,,1977.0,1977.0,
12463,521108019002.0,521108019004.0,1.0,,,1979.0,1979.0,
12464,521108019002.0,521108019005.0,2.0,,,1981.0,1981.0,
12465,521108019101.0,521108019102.0,1.0,,,2005.0,2005.0,
12466,521108020101.0,521108020121.0,2.0,,,2008.0,2008.0,
12467,521108081002.0,521108081003.0,2.0,,,1989.0,1989.0,
12468,521108081002.0,521108081004.0,1.0,,,1991.0,1991.0,
12469,521108082002.0,521108082003.0,2.0,,,1993.0,1993.0,
12470,521108082002.0,521108082004.0,2.0,,,2002.0,2002.0,
12471,521108083002.0,521108083003.0,1.0,,,1999.0,1999.0,
12472,521108083002.0,521108083161.0,1.0,,,2007.0,2007.0,
12473,521108121002.0,521108121003.0,1.0,,,2003.0,2003.0,
12474,521108122002.0,521108122141.0,1.0,,,2010.0,2010.0,
12475,521108161002.0,521108161003.0,1.0,,,2015.0,2015.0,
12476,521109001001.0,521109001003.0,1.0,,,1981.0,1981.0,
12477,521109002001.0,521109002003.0,2.0,,,1997.0,1997.0,
12478,521109003002.0,521109003003.0,2.0,,,1979.0,1979.0,
12479,521109003003.0,521109003801.0,2.0,,,2007.0,,
12480,521109004002.0,521109004003.0,2.0,,,1986.0,1986.0,
12481,521109005001.0,521109005002.0,1.0,,,1990.0,1990.0,
12482,521109006002.0,521109006003.0,1.0,,,1983.0,1983.0,
12483,521109007002.0,521109007003.0,2.0,,,1984.0,1984.0,
12484,521109009002.0,521109009003.0,1.0,,,1993.0,1993.0,
12485,521109010002.0,521109010003.0,2.0,,,1980.0,1980.0,
12486,521109011002.0,521109011003.0,1.0,,,1978.0,1978.0,
12487,521109011002.0,521109011801.0,2.0,1.0,,1975.0,1975.0,1977.0
12488,521109012002.0,521109012003.0,2.0,,,1980.0,1980.0,
12489,521109013002.0,521109013003.0,1.0,,,1990.0,1990.0,
12490,521109014002.0,521109014004.0,1.0,,,1990.0,1990.0,
12491,521109015002.0,521109015003.0,1.0,,,1983.0,1983.0,
12492,521109016002.0,521109016003.0,2.0,,,1998.0,1998.0,
12493,521109017002.0,521109017003.0,2.0,,,1998.0,1998.0,
12494,521109018002.0,521109018003.0,1.0,,,1981.0,1981.0,
12495,521109019002.0,521109019003.0,1.0,,,1982.0,1982.0,
12496,521109081002.0,521109081801.0,1.0,,,1984.0,1984.0,
12497,521109082002.0,521109082003.0,1.0,,,1989.0,1989.0,
12498,521109083002.0,521109083003.0,2.0,,,1983.0,1983.0,
12499,521109083002.0,521109083801.0,2.0,0.0,,1982.0,1982.0,1982.0
12500,521109084001.0,521109084003.0,1.0,,,1991.0,1991.0,
12501,521109086002.0,521109086801.0,1.0,,,1991.0,1991.0,
12502,521109087001.0,521109087003.0,2.0,,,1994.0,1994.0,
12503,521109088001.0,521109088003.0,1.0,,,1991.0,1990.0,
12504,521109141002.0,521109141003.0,2.0,,,1979.0,1979.0,
12505,521201001002.0,521201001004.0,1.0,,,1978.0,1978.0,
12506,521201001002.0,521201061001.0,1.0,,,1975.0,1975.0,
12507,521201002002.0,521201002003.0,2.0,,,1980.0,1980.0,
12508,521201002002.0,521201002004.0,1.0,,,1988.0,1988.0,
12509,521201003002.0,521201003003.0,1.0,,,1986.0,1985.0,
12510,521201004005.0,521201004006.0,1.0,,,1984.0,1984.0,
12511,521201005001.0,521201005003.0,1.0,,,1967.0,1967.0,
12512,521201005001.0,521201005005.0,2.0,,,1974.0,1974.0,
12513,521201005001.0,521201005006.0,2.0,,,1975.0,1975.0,
12514,521201005001.0,521201005801.0,2.0,,,1964.0,1964.0,
12515,521201005001.0,521201005802.0,2.0,,,1966.0,1965.0,
12516,521201005121.0,521201005141.0,1.0,,,2011.0,2011.0,
12517,521201006002.0,521201006032.0,2.0,,,1993.0,1993.0,
12518,521201007002.0,521201007003.0,2.0,,,1986.0,1986.0,
12519,521201007002.0,521201007031.0,1.0,,,1992.0,1992.0,
12520,521201008002.0,521201008004.0,1.0,,,1987.0,1987.0,
12521,521201008002.0,521201008041.0,2.0,,,1995.0,1995.0,
12522,521201009002.0,521201009003.0,1.0,,,1987.0,1987.0,
12523,521201010001.0,521201010003.0,1.0,,,1987.0,1987.0,
12524,521201011002.0,521201011003.0,2.0,,,1986.0,1986.0,
12525,521201012003.0,521201012005.0,2.0,,,1989.0,1989.0,
12526,521201015001.0,521201015002.0,1.0,,,1981.0,1981.0,
12527,521201015001.0,521201015003.0,2.0,,,1989.0,1989.0,
12528,521201016001.0,521201016006.0,2.0,,,1984.0,1984.0,
12529,521201016001.0,521201016007.0,1.0,,,1988.0,1988.0,
12530,521201016001.0,521201016042.0,2.0,,,1997.0,1997.0,
12531,521201017041.0,521201017042.0,2.0,,,1994.0,1994.0,
12532,521201018003.0,521201018004.0,2.0,,,1970.0,1970.0,
12533,521201018003.0,521201018005.0,2.0,,,1972.0,1972.0,
12534,521201018003.0,521201018006.0,1.0,,,1975.0,1975.0,
12535,521201018081.0,521201018082.0,2.0,,,2003.0,2003.0,
12536,521201020002.0,521201020005.0,2.0,,1.0,1973.0,1973.0,
12537,521201041002.0,521201041003.0,2.0,,1.0,1995.0,1995.0,
12538,521201061002.0,521201061081.0,1.0,,,2001.0,2001.0,
12539,521201081004.0,521201081005.0,1.0,,,2003.0,2003.0,
12540,521201082002.0,521201082003.0,1.0,,,1980.0,1980.0,
12541,521201082002.0,521201082801.0,2.0,,,1981.0,1981.0,
12542,521201084001.0,521201084121.0,1.0,,,2006.0,2006.0,
12543,521201121001.0,521201121002.0,2.0,,,2005.0,2005.0,
12544,521201122002.0,521201122003.0,2.0,,,1995.0,1995.0,
12545,521201122002.0,521201122004.0,1.0,,,2006.0,2005.0,
12546,521201122002.0,521201122801.0,2.0,,,1991.0,1991.0,
12547,521201122002.0,521201122802.0,1.0,,,1993.0,1993.0,
12548,521201123001.0,521201123003.0,1.0,,,1989.0,1989.0,
12549,521201125002.0,521201125003.0,1.0,,,1994.0,1994.0,
12550,521201126002.0,521201126003.0,1.0,,,1989.0,1989.0,
12551,521201127001.0,521201127002.0,1.0,,,1992.0,1992.0,
12552,521201141002.0,521201141003.0,1.0,,,1992.0,1992.0,
12553,521201143002.0,521201143003.0,1.0,,,1988.0,1988.0,
12554,521201144001.0,521201144003.0,2.0,,,1990.0,1990.0,
12555,521201162001.0,521201162003.0,2.0,,,2011.0,2011.0,
12556,521201164001.0,521201164003.0,2.0,,,1995.0,1995.0,
12557,521201165002.0,521201165003.0,2.0,,,2009.0,2008.0,
12558,521201167002.0,521201167003.0,2.0,,,2010.0,2010.0,
12559,521201168002.0,521201168003.0,1.0,,,2001.0,2001.0,
12560,521202001002.0,521202001004.0,2.0,,,1972.0,1972.0,
12561,521202001002.0,521202001005.0,1.0,,,1974.0,1974.0,
12562,521202001002.0,521202001801.0,,1.0,,1977.0,1977.0,1977.0
12563,521202001002.0,521202001802.0,,1.0,,1975.0,1975.0,1975.0
12564,521202001101.0,521202001102.0,1.0,,,2005.0,2005.0,
12565,521202002002.0,521202002003.0,1.0,,1.0,1975.0,1975.0,
12566,521202002002.0,521202002004.0,1.0,,1.0,1977.0,1977.0,
12567,521202004002.0,521202004003.0,2.0,,,1981.0,1981.0,
12568,521202004002.0,521202004004.0,2.0,,,1987.0,1987.0,
12569,521202005002.0,521202005003.0,1.0,,,1975.0,1975.0,
12570,521202005002.0,521202005004.0,2.0,,,1980.0,1980.0,
12571,521202006002.0,521202006003.0,2.0,,,1982.0,1982.0,
12572,521202006002.0,521202006004.0,1.0,,,1985.0,1985.0,
12573,521202008002.0,521202008003.0,1.0,,,1987.0,1987.0,
12574,521202009002.0,521202009005.0,1.0,,1.0,1972.0,1972.0,
12575,521202009002.0,521202009006.0,1.0,,1.0,1973.0,1972.0,
12576,521202009023.0,521202009031.0,2.0,,,1992.0,1992.0,
12577,521202009023.0,521202009041.0,1.0,,,1997.0,1997.0,
12578,521202010002.0,521202010003.0,2.0,,,1980.0,1980.0,
12579,521202010002.0,521202010004.0,2.0,,,1986.0,1986.0,
12580,521202010003.0,521202010101.0,2.0,,,2005.0,2005.0,
12581,521202011002.0,521202011003.0,2.0,,,1984.0,1984.0,
12582,521202011002.0,521202011021.0,2.0,,,1990.0,1990.0,
12583,521202012002.0,521202012003.0,2.0,,,1984.0,1984.0,
12584,521202013002.0,521202013003.0,2.0,,,1984.0,1984.0,
12585,521202014002.0,521202014003.0,2.0,,,1983.0,1983.0,
12586,521202014002.0,521202014041.0,2.0,,,1996.0,1996.0,
12587,521202015002.0,521202015003.0,1.0,,,1977.0,1977.0,
12588,521202015002.0,521202015004.0,2.0,,,1983.0,1983.0,
12589,521202015081.0,521202015801.0,2.0,,,1986.0,1986.0,
12590,521202015081.0,521202015802.0,1.0,,,1988.0,1988.0,
12591,521202016002.0,521202016003.0,1.0,,,1982.0,1982.0,
12592,521202016002.0,521202016004.0,1.0,,,1987.0,1987.0,
12593,521202017002.0,521202017003.0,1.0,,,1988.0,1988.0,
12594,521202018002.0,521202018003.0,2.0,,,1984.0,1984.0,
12595,521202019002.0,521202019003.0,2.0,,,1987.0,1987.0,
12596,521202020002.0,521202020003.0,2.0,,,1979.0,1979.0,
12597,521202020002.0,521202020004.0,2.0,,,1987.0,1987.0,
12598,521202031002.0,521202031003.0,2.0,,,1990.0,1990.0,
12599,521202041002.0,521202041003.0,1.0,,,1982.0,1982.0,
12600,521202041002.0,521202041004.0,1.0,,,1985.0,1985.0,
12601,521202042002.0,521202042003.0,1.0,,,1992.0,1992.0,
12602,521202061002.0,521202061003.0,2.0,,,1990.0,1990.0,
12603,521202062002.0,521202062003.0,2.0,,,1994.0,1994.0,
12604,521202082001.0,521202082801.0,2.0,,,1981.0,1981.0,
12605,521202083001.0,521202083002.0,2.0,,,1974.0,1974.0,
12606,521202125002.0,521202125801.0,2.0,,,1985.0,1985.0,
12607,521202144002.0,521202144003.0,1.0,,,1992.0,1992.0,
12608,521202145001.0,521202145801.0,1.0,,,1986.0,1986.0,
12609,521202147002.0,521202147003.0,2.0,,,2002.0,2002.0,
12610,521202161001.0,521202161801.0,1.0,,,1990.0,,
12611,521203001002.0,521203001005.0,1.0,,,1985.0,1985.0,
12612,521203001141.0,521203001142.0,1.0,,,2009.0,2009.0,
12613,521203001161.0,521203001162.0,2.0,,,2013.0,2013.0,
12614,521203002002.0,521203002004.0,2.0,,,1982.0,1982.0,
12615,521203002002.0,521203002005.0,1.0,,,1989.0,1989.0,
12616,521203002002.0,521203002006.0,1.0,,,1986.0,1986.0,
12617,521203002002.0,521203002801.0,2.0,0.0,,1984.0,1984.0,1984.0
12618,521203003002.0,521203003003.0,1.0,0.0,,1975.0,1975.0,1998.0
12619,521203003002.0,521203003004.0,2.0,,,1978.0,1978.0,
12620,521203003002.0,521203003801.0,2.0,1.0,,1980.0,1980.0,1980.0
12621,521203003002.0,521203003802.0,2.0,1.0,,1984.0,1984.0,1984.0
12622,521203004002.0,521203004003.0,2.0,,,1989.0,1989.0,
12623,521203005002.0,521203005003.0,1.0,,,1980.0,1980.0,
12624,521203005002.0,521203005004.0,2.0,,,1982.0,1982.0,
12625,521203006002.0,521203006003.0,2.0,,,1977.0,1977.0,
12626,521203006002.0,521203006004.0,1.0,,,1980.0,1980.0,
12627,521203006002.0,521203006005.0,1.0,,,1985.0,1985.0,
12628,521203006002.0,521203006801.0,2.0,,,1997.0,1997.0,
12629,521203006121.0,521203006141.0,1.0,,,2010.0,2010.0,
12630,521203007002.0,521203007004.0,1.0,,,1984.0,1984.0,
12631,521203007002.0,521203007031.0,1.0,,,1992.0,1992.0,
12632,521203007002.0,521203121001.0,1.0,,,1982.0,1982.0,
12633,521203008002.0,521203008004.0,1.0,,,1972.0,1972.0,
12634,521203008002.0,521203008005.0,2.0,,,1976.0,1976.0,
12635,521203008002.0,521203081001.0,1.0,,,1975.0,1975.0,
12636,521203008041.0,521203008042.0,1.0,,,1996.0,1995.0,
12637,521203008041.0,521203008081.0,2.0,,,2004.0,2004.0,
12638,521203009002.0,521203009004.0,2.0,,,1981.0,1981.0,
