,f11,f14,f15a,f15,f16,f17,f18,f19,f20,f21,wave,f13,f19_cln,f14_cln,f15_cln,f17_cln,f11_new,hhid,commid,t1,t2,t3,t4,t5
5002,2.0,-999.0,0.0,,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,322204081.0,322204.0,32.0,2.0,2.0,4.0,81.0
5007,2.0,80.0,0.0,,1.0,100.0,1.0,40.0,0.0,,2009.0,,,,,,2.0,322204083.0,322204.0,32.0,2.0,2.0,4.0,83.0
5010,2.0,350.0,1.0,300.0,0.0,,0.0,,1.0,450.0,2009.0,,,,,,2.0,322204121.0,322204.0,32.0,2.0,2.0,4.0,121.0
5012,1.0,200.0,1.0,100.0,1.0,680.0,0.0,,0.0,,2009.0,,,,,,1.0,322204122.0,322204.0,32.0,2.0,2.0,4.0,122.0
5013,2.0,100.0,0.0,,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,322204122.0,322204.0,32.0,2.0,2.0,4.0,122.0
5018,2.0,160.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,322204123.0,322204.0,32.0,2.0,2.0,4.0,123.0
5019,2.0,50.0,1.0,40.0,0.0,,1.0,150.0,0.0,,2009.0,,,,,,2.0,322204124.0,322204.0,32.0,2.0,2.0,4.0,124.0
5030,1.0,300.0,0.0,,1.0,400.0,1.0,100.0,1.0,100.0,2009.0,,,,,,1.0,322302001.0,322302.0,32.0,2.0,3.0,2.0,1.0
5031,2.0,25.0,1.0,100.0,1.0,200.0,1.0,200.0,0.0,,2009.0,,,,,,2.0,322302001.0,322302.0,32.0,2.0,3.0,2.0,1.0
5057,1.0,,0.0,,1.0,2000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,322302004.0,322302.0,32.0,2.0,3.0,2.0,4.0
5058,2.0,20.0,1.0,200.0,0.0,,1.0,240.0,0.0,,2009.0,,,,,,2.0,322302004.0,322302.0,32.0,2.0,3.0,2.0,4.0
5077,1.0,-999.0,1.0,600.0,1.0,1000.0,0.0,,0.0,,2009.0,,,,,,1.0,322302005.0,322302.0,32.0,2.0,3.0,2.0,5.0
5078,2.0,50.0,1.0,100.0,0.0,,1.0,160.0,1.0,160.0,2009.0,,,,,,2.0,322302005.0,322302.0,32.0,2.0,3.0,2.0,5.0
5085,2.0,15.0,1.0,60.0,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,322302006.0,322302.0,32.0,2.0,3.0,2.0,6.0
5105,1.0,,0.0,,1.0,1000.0,0.0,,0.0,,2009.0,,,,,,1.0,322302008.0,322302.0,32.0,2.0,3.0,2.0,8.0
5106,2.0,,1.0,100.0,0.0,,0.0,,1.0,250.0,2009.0,,,,,,2.0,322302008.0,322302.0,32.0,2.0,3.0,2.0,8.0
5126,1.0,,0.0,,1.0,140.0,1.0,300.0,1.0,300.0,2009.0,,,,,,1.0,322302009.0,322302.0,32.0,2.0,3.0,2.0,9.0
5127,2.0,,1.0,200.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,322302009.0,322302.0,32.0,2.0,3.0,2.0,9.0
5159,1.0,,1.0,500.0,1.0,650.0,1.0,650.0,0.0,,2009.0,,,,,,1.0,322302011.0,322302.0,32.0,2.0,3.0,2.0,11.0
5160,2.0,35.0,1.0,100.0,0.0,,1.0,100.0,1.0,100.0,2009.0,,,,,,2.0,322302011.0,322302.0,32.0,2.0,3.0,2.0,11.0
5180,1.0,100.0,1.0,300.0,1.0,600.0,1.0,600.0,0.0,,2009.0,,,,,,1.0,322302012.0,322302.0,32.0,2.0,3.0,2.0,12.0
5181,2.0,50.0,1.0,200.0,1.0,350.0,1.0,300.0,0.0,,2009.0,,,,,,2.0,322302012.0,322302.0,32.0,2.0,3.0,2.0,12.0
5200,1.0,100.0,1.0,200.0,0.0,,1.0,600.0,0.0,,2009.0,,,,,,1.0,322302013.0,322302.0,32.0,2.0,3.0,2.0,13.0
5201,2.0,50.0,1.0,150.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,322302013.0,322302.0,32.0,2.0,3.0,2.0,13.0
5219,2.0,600.0,0.0,,0.0,,1.0,300.0,1.0,200.0,2009.0,,,,,,2.0,322302015.0,322302.0,32.0,2.0,3.0,2.0,15.0
5238,1.0,120.0,1.0,200.0,1.0,150.0,1.0,160.0,0.0,,2009.0,,,,,,1.0,322302016.0,322302.0,32.0,2.0,3.0,2.0,16.0
5239,2.0,80.0,1.0,360.0,0.0,,1.0,360.0,1.0,180.0,2009.0,,,,,,2.0,322302016.0,322302.0,32.0,2.0,3.0,2.0,16.0
5253,2.0,400.0,1.0,200.0,0.0,,1.0,350.0,1.0,250.0,2009.0,,,,,,2.0,322302017.0,322302.0,32.0,2.0,3.0,2.0,17.0
5275,1.0,,1.0,230.0,0.0,,1.0,180.0,1.0,180.0,2009.0,,,,,,1.0,322302019.0,322302.0,32.0,2.0,3.0,2.0,19.0
5276,2.0,,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,322302019.0,322302.0,32.0,2.0,3.0,2.0,19.0
5288,1.0,-999.0,0.0,,0.0,,1.0,500.0,0.0,,2009.0,,,,,,1.0,322302020.0,322302.0,32.0,2.0,3.0,2.0,20.0
5300,1.0,300.0,1.0,250.0,0.0,,1.0,200.0,1.0,200.0,2009.0,,,,,,1.0,322302082.0,322302.0,32.0,2.0,3.0,2.0,82.0
5301,2.0,340.0,1.0,300.0,0.0,,1.0,150.0,0.0,,2009.0,,,,,,2.0,322302082.0,322302.0,32.0,2.0,3.0,2.0,82.0
5310,1.0,300.0,1.0,200.0,0.0,,1.0,150.0,1.0,450.0,2009.0,,,,,,1.0,322303002.0,322303.0,32.0,2.0,3.0,3.0,2.0
5322,1.0,150.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,322303003.0,322303.0,32.0,2.0,3.0,3.0,3.0
5323,2.0,400.0,1.0,160.0,0.0,,1.0,300.0,1.0,100.0,2009.0,,,,,,2.0,322303003.0,322303.0,32.0,2.0,3.0,3.0,3.0
5347,1.0,600.0,1.0,800.0,1.0,3000.0,1.0,160.0,1.0,400.0,2009.0,,,,,,1.0,322303004.0,322303.0,32.0,2.0,3.0,3.0,4.0
5348,2.0,150.0,1.0,400.0,1.0,600.0,0.0,,1.0,150.0,2009.0,,,,,,2.0,322303004.0,322303.0,32.0,2.0,3.0,3.0,4.0
5382,1.0,300.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,322303006.0,322303.0,32.0,2.0,3.0,3.0,6.0
5383,2.0,300.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,322303006.0,322303.0,32.0,2.0,3.0,3.0,6.0
5407,1.0,100.0,1.0,100.0,1.0,600.0,0.0,,0.0,,2009.0,,,,,,1.0,322303008.0,322303.0,32.0,2.0,3.0,3.0,8.0
5408,2.0,800.0,1.0,800.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,322303008.0,322303.0,32.0,2.0,3.0,3.0,8.0
5414,2.0,100.0,1.0,250.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,322303009.0,322303.0,32.0,2.0,3.0,3.0,9.0
5432,1.0,400.0,0.0,,1.0,900.0,0.0,,0.0,,2009.0,,,,,,1.0,322303011.0,322303.0,32.0,2.0,3.0,3.0,11.0
5433,2.0,15.0,1.0,90.0,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,322303011.0,322303.0,32.0,2.0,3.0,3.0,11.0
5454,1.0,400.0,0.0,,1.0,2000.0,0.0,,0.0,,2009.0,,,,,,1.0,322303012.0,322303.0,32.0,2.0,3.0,3.0,12.0
5455,2.0,60.0,1.0,600.0,0.0,,1.0,400.0,1.0,200.0,2009.0,,,,,,2.0,322303012.0,322303.0,32.0,2.0,3.0,3.0,12.0
5473,1.0,,0.0,,1.0,2000.0,0.0,,0.0,,2009.0,,,,,,1.0,322303014.0,322303.0,32.0,2.0,3.0,3.0,14.0
5493,1.0,50.0,1.0,200.0,1.0,350.0,0.0,,0.0,,2009.0,,,,,,1.0,322303015.0,322303.0,32.0,2.0,3.0,3.0,15.0
5494,2.0,50.0,1.0,200.0,1.0,150.0,1.0,100.0,1.0,100.0,2009.0,,,,,,2.0,322303015.0,322303.0,32.0,2.0,3.0,3.0,15.0
5509,1.0,60.0,1.0,300.0,1.0,500.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,322303016.0,322303.0,32.0,2.0,3.0,3.0,16.0
5510,2.0,50.0,1.0,200.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,322303016.0,322303.0,32.0,2.0,3.0,3.0,16.0
5523,1.0,50.0,1.0,400.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,322303017.0,322303.0,32.0,2.0,3.0,3.0,17.0
5524,2.0,20.0,1.0,30.0,0.0,,1.0,50.0,0.0,,2009.0,,,,,,2.0,322303017.0,322303.0,32.0,2.0,3.0,3.0,17.0
5528,1.0,400.0,1.0,300.0,0.0,,1.0,600.0,1.0,600.0,2009.0,,,,,,1.0,322303018.0,322303.0,32.0,2.0,3.0,3.0,18.0
5540,1.0,100.0,1.0,100.0,1.0,600.0,0.0,,0.0,,2009.0,,,,,,1.0,322303020.0,322303.0,32.0,2.0,3.0,3.0,20.0
5557,1.0,,1.0,300.0,1.0,1000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,322303041.0,322303.0,32.0,2.0,3.0,3.0,41.0
5558,2.0,60.0,1.0,200.0,0.0,,1.0,500.0,1.0,40.0,2009.0,,,,,,2.0,322303041.0,322303.0,32.0,2.0,3.0,3.0,41.0
5566,1.0,50.0,1.0,300.0,0.0,,1.0,500.0,1.0,-999.0,2009.0,,,,,,1.0,322303062.0,322303.0,32.0,2.0,3.0,3.0,62.0
5567,2.0,60.0,1.0,300.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,322303062.0,322303.0,32.0,2.0,3.0,3.0,62.0
5586,1.0,,1.0,400.0,1.0,2300.0,0.0,,0.0,,2009.0,,,,,,1.0,322304001.0,322304.0,32.0,2.0,3.0,4.0,1.0
5587,2.0,50.0,1.0,300.0,0.0,,1.0,150.0,1.0,150.0,2009.0,,,,,,2.0,322304001.0,322304.0,32.0,2.0,3.0,4.0,1.0
5609,1.0,200.0,0.0,,0.0,,0.0,,1.0,400.0,2009.0,,,,,,1.0,322304002.0,322304.0,32.0,2.0,3.0,4.0,2.0
5610,2.0,-999.0,1.0,50.0,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,322304002.0,322304.0,32.0,2.0,3.0,4.0,2.0
5629,1.0,100.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,322304004.0,322304.0,32.0,2.0,3.0,4.0,4.0
5630,2.0,60.0,1.0,500.0,0.0,,1.0,150.0,0.0,,2009.0,,,,,,2.0,322304004.0,322304.0,32.0,2.0,3.0,4.0,4.0
5668,1.0,-999.0,1.0,300.0,1.0,1000.0,0.0,,0.0,,2009.0,,,,,,1.0,322304007.0,322304.0,32.0,2.0,3.0,4.0,7.0
5669,2.0,50.0,1.0,200.0,0.0,,1.0,100.0,1.0,200.0,2009.0,,,,,,2.0,322304007.0,322304.0,32.0,2.0,3.0,4.0,7.0
5691,2.0,300.0,1.0,300.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,322304008.0,322304.0,32.0,2.0,3.0,4.0,8.0
5708,1.0,60.0,1.0,200.0,1.0,350.0,0.0,,0.0,,2009.0,,,,,,1.0,322304009.0,322304.0,32.0,2.0,3.0,4.0,9.0
5709,2.0,60.0,1.0,200.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,322304009.0,322304.0,32.0,2.0,3.0,4.0,9.0
5726,1.0,500.0,1.0,400.0,1.0,700.0,0.0,,0.0,,2009.0,,,,,,1.0,322304011.0,322304.0,32.0,2.0,3.0,4.0,11.0
5727,2.0,280.0,1.0,500.0,0.0,,1.0,320.0,0.0,,2009.0,,,,,,2.0,322304011.0,322304.0,32.0,2.0,3.0,4.0,11.0
5728,3.0,200.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,322304011.0,322304.0,32.0,2.0,3.0,4.0,11.0
5754,1.0,500.0,1.0,400.0,1.0,1200.0,0.0,,0.0,,2009.0,,,,,,1.0,322304014.0,322304.0,32.0,2.0,3.0,4.0,14.0
5755,2.0,400.0,1.0,300.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,322304014.0,322304.0,32.0,2.0,3.0,4.0,14.0
5802,1.0,-999.0,0.0,,1.0,600.0,0.0,,0.0,,2009.0,,,,,,1.0,322304019.0,322304.0,32.0,2.0,3.0,4.0,19.0
5803,2.0,800.0,1.0,400.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,2.0,322304019.0,322304.0,32.0,2.0,3.0,4.0,19.0
5821,1.0,,1.0,400.0,1.0,600.0,0.0,,0.0,,2009.0,,,,,,1.0,322304020.0,322304.0,32.0,2.0,3.0,4.0,20.0
5834,1.0,-999.0,0.0,,0.0,,1.0,500.0,0.0,,2009.0,,,,,,1.0,322304061.0,322304.0,32.0,2.0,3.0,4.0,61.0
5835,2.0,56.0,1.0,50.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,322304061.0,322304.0,32.0,2.0,3.0,4.0,61.0
5841,1.0,-999.0,1.0,-999.0,1.0,400.0,0.0,,0.0,,2009.0,,,,,,1.0,322304062.0,322304.0,32.0,2.0,3.0,4.0,62.0
5842,2.0,20.0,1.0,80.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,322304062.0,322304.0,32.0,2.0,3.0,4.0,62.0
5847,1.0,60.0,1.0,200.0,1.0,1000.0,0.0,,0.0,,2009.0,,,,,,1.0,322304121.0,322304.0,32.0,2.0,3.0,4.0,121.0
5848,2.0,60.0,1.0,200.0,0.0,,1.0,100.0,1.0,200.0,2009.0,,,,,,2.0,322304121.0,322304.0,32.0,2.0,3.0,4.0,121.0
5854,1.0,120.0,1.0,-999.0,1.0,300.0,0.0,,0.0,,2009.0,,,,,,1.0,322304122.0,322304.0,32.0,2.0,3.0,4.0,122.0
5855,2.0,-999.0,1.0,-999.0,0.0,,1.0,-999.0,1.0,-999.0,2009.0,,,,,,2.0,322304122.0,322304.0,32.0,2.0,3.0,4.0,122.0
5909,1.0,450.0,1.0,250.0,0.0,,1.0,1600.0,1.0,50.0,2009.0,,,,,,1.0,322402003.0,322402.0,32.0,2.0,4.0,2.0,3.0
6172,2.0,22.0,1.0,40.0,0.0,,1.0,150.0,0.0,,2009.0,,,,,,2.0,322402084.0,322402.0,32.0,2.0,4.0,2.0,84.0
6187,1.0,600.0,1.0,300.0,1.0,1200.0,1.0,80.0,0.0,,2009.0,,,,,,1.0,322403001.0,322403.0,32.0,2.0,4.0,3.0,1.0
6206,1.0,1500.0,1.0,500.0,1.0,2000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,322403002.0,322403.0,32.0,2.0,4.0,3.0,2.0
6207,2.0,100.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,322403002.0,322403.0,32.0,2.0,4.0,3.0,2.0
6232,1.0,1000.0,1.0,500.0,0.0,,1.0,1000.0,1.0,1000.0,2009.0,,,,,,1.0,322403005.0,322403.0,32.0,2.0,4.0,3.0,5.0
6233,2.0,200.0,1.0,300.0,0.0,,1.0,500.0,1.0,300.0,2009.0,,,,,,2.0,322403005.0,322403.0,32.0,2.0,4.0,3.0,5.0
6272,2.0,20.0,1.0,100.0,0.0,,1.0,250.0,0.0,,2009.0,,,,,,2.0,322403008.0,322403.0,32.0,2.0,4.0,3.0,8.0
6295,2.0,80.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,322403010.0,322403.0,32.0,2.0,4.0,3.0,10.0
6308,2.0,20.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,322403011.0,322403.0,32.0,2.0,4.0,3.0,11.0
6324,2.0,100.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,322403012.0,322403.0,32.0,2.0,4.0,3.0,12.0
6341,1.0,1000.0,1.0,300.0,1.0,1000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,322403014.0,322403.0,32.0,2.0,4.0,3.0,14.0
6390,2.0,30.0,1.0,60.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,322403018.0,322403.0,32.0,2.0,4.0,3.0,18.0
6408,2.0,220.0,1.0,150.0,1.0,600.0,1.0,200.0,0.0,,2009.0,,,,,,2.0,322403019.0,322403.0,32.0,2.0,4.0,3.0,19.0
6425,2.0,30.0,0.0,,0.0,,1.0,280.0,0.0,,2009.0,,,,,,2.0,322403082.0,322403.0,32.0,2.0,4.0,3.0,82.0
6435,1.0,600.0,1.0,200.0,1.0,600.0,1.0,300.0,1.0,200.0,2009.0,,,,,,1.0,322403086.0,322403.0,32.0,2.0,4.0,3.0,86.0
6436,2.0,80.0,1.0,40.0,0.0,,1.0,80.0,1.0,50.0,2009.0,,,,,,2.0,322403086.0,322403.0,32.0,2.0,4.0,3.0,86.0
6455,1.0,900.0,1.0,60.0,0.0,,1.0,1400.0,0.0,,2009.0,,,,,,1.0,322404001.0,322404.0,32.0,2.0,4.0,4.0,1.0
6456,2.0,150.0,1.0,100.0,0.0,,1.0,500.0,1.0,300.0,2009.0,,,,,,2.0,322404001.0,322404.0,32.0,2.0,4.0,4.0,1.0
6474,1.0,950.0,1.0,50.0,0.0,,1.0,1200.0,1.0,300.0,2009.0,,,,,,1.0,322404002.0,322404.0,32.0,2.0,4.0,4.0,2.0
6475,2.0,120.0,1.0,30.0,0.0,,1.0,350.0,1.0,80.0,2009.0,,,,,,2.0,322404002.0,322404.0,32.0,2.0,4.0,4.0,2.0
6521,1.0,1200.0,1.0,400.0,1.0,800.0,1.0,800.0,0.0,,2009.0,,,,,,1.0,322404006.0,322404.0,32.0,2.0,4.0,4.0,6.0
6537,1.0,600.0,0.0,,0.0,,1.0,1000.0,1.0,100.0,2009.0,,,,,,1.0,322404007.0,322404.0,32.0,2.0,4.0,4.0,7.0
6538,2.0,20.0,1.0,100.0,0.0,,1.0,300.0,1.0,50.0,2009.0,,,,,,2.0,322404007.0,322404.0,32.0,2.0,4.0,4.0,7.0
6561,1.0,600.0,1.0,800.0,0.0,,1.0,800.0,1.0,400.0,2009.0,,,,,,1.0,322404009.0,322404.0,32.0,2.0,4.0,4.0,9.0
6562,2.0,100.0,1.0,200.0,0.0,,1.0,300.0,1.0,300.0,2009.0,,,,,,2.0,322404009.0,322404.0,32.0,2.0,4.0,4.0,9.0
6636,1.0,600.0,0.0,,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,322404014.0,322404.0,32.0,2.0,4.0,4.0,14.0
6637,2.0,150.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,322404014.0,322404.0,32.0,2.0,4.0,4.0,14.0
6662,2.0,30.0,1.0,20.0,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,322404017.0,322404.0,32.0,2.0,4.0,4.0,17.0
6677,1.0,300.0,0.0,,0.0,,1.0,1000.0,1.0,200.0,2009.0,,,,,,1.0,322404018.0,322404.0,32.0,2.0,4.0,4.0,18.0
6678,2.0,100.0,0.0,,0.0,,1.0,800.0,0.0,,2009.0,,,,,,2.0,322404018.0,322404.0,32.0,2.0,4.0,4.0,18.0
6716,1.0,500.0,1.0,300.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,322404041.0,322404.0,32.0,2.0,4.0,4.0,41.0
6727,1.0,200.0,1.0,200.0,0.0,,1.0,1600.0,1.0,500.0,2009.0,,,,,,1.0,322404081.0,322404.0,32.0,2.0,4.0,4.0,81.0
6734,2.0,20.0,1.0,50.0,0.0,,1.0,150.0,0.0,,2009.0,,,,,,2.0,322404082.0,322404.0,32.0,2.0,4.0,4.0,82.0
6741,1.0,600.0,1.0,200.0,1.0,800.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,322404084.0,322404.0,32.0,2.0,4.0,4.0,84.0
6742,2.0,80.0,1.0,40.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,322404084.0,322404.0,32.0,2.0,4.0,4.0,84.0
6746,1.0,700.0,1.0,500.0,0.0,,1.0,1200.0,1.0,180.0,2009.0,,,,,,1.0,322404121.0,322404.0,32.0,2.0,4.0,4.0,121.0
6747,2.0,50.0,1.0,50.0,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,322404121.0,322404.0,32.0,2.0,4.0,4.0,121.0
6750,1.0,300.0,1.0,300.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,322404122.0,322404.0,32.0,2.0,4.0,4.0,122.0
6866,2.0,-999.0,1.0,-999.0,0.0,,1.0,-999.0,0.0,,2009.0,,,,,,2.0,372103003.0,372103.0,37.0,2.0,1.0,3.0,3.0
6968,1.0,500.0,1.0,300.0,1.0,2000.0,0.0,,0.0,,2009.0,,,,,,1.0,372103020.0,372103.0,37.0,2.0,1.0,3.0,20.0
6975,1.0,700.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,372103081.0,372103.0,37.0,2.0,1.0,3.0,81.0
6981,1.0,300.0,1.0,-999.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,372103082.0,372103.0,37.0,2.0,1.0,3.0,82.0
6982,3.0,-999.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,372103082.0,372103.0,37.0,2.0,1.0,3.0,82.0
7036,1.0,1800.0,0.0,,1.0,45000.0,0.0,,0.0,,2009.0,,,,,,1.0,372104016.0,372104.0,37.0,2.0,1.0,4.0,16.0
7069,1.0,500.0,1.0,-999.0,1.0,2100.0,0.0,,0.0,,2009.0,,,,,,1.0,372202001.0,372202.0,37.0,2.0,2.0,2.0,1.0
7075,1.0,1100.0,0.0,,1.0,3600.0,0.0,,0.0,,2009.0,,,,,,1.0,372202002.0,372202.0,37.0,2.0,2.0,2.0,2.0
7180,1.0,900.0,1.0,-999.0,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203002.0,372203.0,37.0,2.0,2.0,3.0,2.0
7187,1.0,150.0,1.0,110.0,1.0,1000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203003.0,372203.0,37.0,2.0,2.0,3.0,3.0
7200,1.0,200.0,1.0,100.0,1.0,1000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203004.0,372203.0,37.0,2.0,2.0,3.0,4.0
7201,2.0,30.0,1.0,10.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,372203004.0,372203.0,37.0,2.0,2.0,3.0,4.0
7214,1.0,-999.0,1.0,-999.0,0.0,,1.0,200.0,1.0,50.0,2009.0,,,,,,1.0,372203005.0,372203.0,37.0,2.0,2.0,3.0,5.0
7221,2.0,120.0,1.0,70.0,1.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,372203006.0,372203.0,37.0,2.0,2.0,3.0,6.0
7238,1.0,-999.0,0.0,,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203009.0,372203.0,37.0,2.0,2.0,3.0,9.0
7247,1.0,300.0,1.0,200.0,1.0,2000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203010.0,372203.0,37.0,2.0,2.0,3.0,10.0
7259,1.0,1700.0,1.0,800.0,1.0,7000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203011.0,372203.0,37.0,2.0,2.0,3.0,11.0
7271,1.0,300.0,1.0,100.0,1.0,1500.0,0.0,,0.0,,2009.0,,,,,,1.0,372203012.0,372203.0,37.0,2.0,2.0,3.0,12.0
7294,1.0,400.0,1.0,120.0,1.0,2000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203014.0,372203.0,37.0,2.0,2.0,3.0,14.0
7295,2.0,90.0,1.0,40.0,0.0,,1.0,240.0,0.0,,2009.0,,,,,,2.0,372203014.0,372203.0,37.0,2.0,2.0,3.0,14.0
7311,1.0,10.0,1.0,200.0,1.0,500.0,0.0,,0.0,,2009.0,,,,,,1.0,372203015.0,372203.0,37.0,2.0,2.0,3.0,15.0
7337,1.0,400.0,1.0,200.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203018.0,372203.0,37.0,2.0,2.0,3.0,18.0
7344,2.0,10.0,1.0,50.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,372203019.0,372203.0,37.0,2.0,2.0,3.0,19.0
7354,1.0,900.0,1.0,300.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203020.0,372203.0,37.0,2.0,2.0,3.0,20.0
7355,2.0,80.0,1.0,90.0,1.0,400.0,0.0,,0.0,,2009.0,,,,,,2.0,372203020.0,372203.0,37.0,2.0,2.0,3.0,20.0
7358,1.0,300.0,1.0,-999.0,1.0,2000.0,0.0,,0.0,,2009.0,,,,,,1.0,372203103.0,372203.0,37.0,2.0,2.0,3.0,103.0
7588,1.0,,1.0,5000.0,1.0,50000.0,0.0,,0.0,,2009.0,,,,,,1.0,372304003.0,372304.0,37.0,2.0,3.0,4.0,3.0
7803,2.0,80.0,1.0,50.0,0.0,,1.0,80.0,0.0,,2009.0,,,,,,2.0,372402015.0,372402.0,37.0,2.0,4.0,2.0,15.0
7814,2.0,-999.0,1.0,200.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,372402016.0,372402.0,37.0,2.0,4.0,2.0,16.0
7841,2.0,50.0,1.0,100.0,1.0,600.0,0.0,,0.0,,2009.0,,,,,,2.0,372402041.0,372402.0,37.0,2.0,4.0,2.0,41.0
7853,2.0,-999.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,372402123.0,372402.0,37.0,2.0,4.0,2.0,123.0
7950,2.0,200.0,0.0,,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,372403012.0,372403.0,37.0,2.0,4.0,3.0,12.0
7964,2.0,-999.0,1.0,80.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,372403014.0,372403.0,37.0,2.0,4.0,3.0,14.0
7995,2.0,500.0,1.0,60.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,372403017.0,372403.0,37.0,2.0,4.0,3.0,17.0
8031,2.0,-999.0,1.0,-999.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,372404001.0,372404.0,37.0,2.0,4.0,4.0,1.0
8049,2.0,40.0,1.0,120.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,372404003.0,372404.0,37.0,2.0,4.0,4.0,3.0
8066,2.0,,1.0,320.0,0.0,,1.0,50.0,0.0,,2009.0,,,,,,2.0,372404005.0,372404.0,37.0,2.0,4.0,4.0,5.0
8067,3.0,,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,372404005.0,372404.0,37.0,2.0,4.0,4.0,5.0
8098,2.0,-999.0,1.0,-999.0,0.0,,1.0,-999.0,0.0,,2009.0,,,,,,2.0,372404008.0,372404.0,37.0,2.0,4.0,4.0,8.0
8108,2.0,200.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,372404009.0,372404.0,37.0,2.0,4.0,4.0,9.0
8120,2.0,200.0,1.0,-999.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,372404010.0,372404.0,37.0,2.0,4.0,4.0,10.0
8147,2.0,200.0,1.0,130.0,0.0,,1.0,15.0,1.0,91.0,2009.0,,,,,,2.0,372404015.0,372404.0,37.0,2.0,4.0,4.0,15.0
