,a5,a6,a7,a8,a9,a10,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a15a,a26a,a5a,a5a1,a5b,a5c,a5c1,a5d,a5e,a5f,a8a,a8b,a8b1,aa11,aa12,aa13,ab5,ab6,ab7,ab8,adult,agri,child,commid,diet,educ,idind,idind_f,idind_m,idind_s,job_wage,pe,roster,t1,t2,t3,t4,t5,wave,hhid,line,a20a,a20b
3668,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102019001.0,,,211102019002.0,,,1.0,21.0,1.0,1.0,2.0,19.0,2009.0,211102019.0,1.0,,
3675,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102019002.0,,,211102019001.0,,,1.0,21.0,1.0,1.0,2.0,19.0,2009.0,211102019.0,2.0,,
3681,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,211102.0,0.0,,211102019003.0,,,,,,1.0,21.0,1.0,1.0,2.0,19.0,2009.0,211102019.0,3.0,,
3688,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,211102.0,0.0,,211102019004.0,,,,,,1.0,21.0,1.0,1.0,2.0,19.0,2009.0,211102019.0,4.0,,
3695,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,211102.0,0.0,,211102019005.0,,,,,,1.0,21.0,1.0,1.0,2.0,19.0,2009.0,211102019.0,5.0,,
3702,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,211102.0,0.0,,211102019006.0,,,,,,1.0,21.0,1.0,1.0,2.0,19.0,2009.0,211102019.0,6.0,,
3722,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102061001.0,,,,,,1.0,21.0,1.0,1.0,2.0,61.0,2009.0,211102061.0,1.0,,
3769,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200612.0,7.0,,,,,0.0,,0.0,211102.0,0.0,,211102068001.0,,,,,,1.0,21.0,1.0,1.0,2.0,68.0,2009.0,211102068.0,1.0,,
3772,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102068002.0,,,,,,1.0,21.0,1.0,1.0,2.0,68.0,2009.0,211102068.0,2.0,,
3775,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102068003.0,,211102068002.0,,,,1.0,21.0,1.0,1.0,2.0,68.0,2009.0,211102068.0,3.0,,
3778,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,3.0,1.0,,,,1.0,1.0,,,,,,,0.0,,1.0,211102.0,3.0,,211102068004.0,,211102068003.0,,,,1.0,21.0,1.0,1.0,2.0,68.0,2009.0,211102068.0,4.0,,
3792,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200705.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102071001.0,,,,,,1.0,21.0,1.0,1.0,2.0,71.0,2009.0,211102071.0,1.0,,
3796,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200805.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102071002.0,,,,,,1.0,21.0,1.0,1.0,2.0,71.0,2009.0,211102071.0,2.0,,
3799,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200705.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102071081.0,,,,,,1.0,21.0,1.0,1.0,2.0,71.0,2009.0,211102071.0,81.0,,
3802,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,83.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102071082.0,,,211102071083.0,,,1.0,21.0,1.0,1.0,2.0,71.0,2009.0,211102071.0,82.0,,
3805,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,82.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102071083.0,,,211102071082.0,,,1.0,21.0,1.0,1.0,2.0,71.0,2009.0,211102071.0,83.0,,
3808,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102082001.0,,,211102082002.0,,,1.0,21.0,1.0,1.0,2.0,82.0,2009.0,211102082.0,1.0,,
3811,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102082002.0,,,211102082001.0,,,1.0,21.0,1.0,1.0,2.0,82.0,2009.0,211102082.0,2.0,,
3814,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102083001.0,,,211102083002.0,,,1.0,21.0,1.0,1.0,2.0,83.0,2009.0,211102083.0,1.0,,
3817,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102083002.0,,,211102083001.0,,,1.0,21.0,1.0,1.0,2.0,83.0,2009.0,211102083.0,2.0,,
3830,0.0,,,2.0,,,,,1.0,,,0.0,21.0,21.0,,,,,0.0,21.0,,,,,,21.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102121001.0,,,211102121002.0,,,1.0,21.0,1.0,1.0,2.0,121.0,2009.0,211102121.0,1.0,,
3832,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102121002.0,,,211102121001.0,,,1.0,21.0,1.0,1.0,2.0,121.0,2009.0,211102121.0,2.0,,
3834,0.0,,,2.0,,,,,1.0,,,0.0,22.0,13.0,,,,,0.0,37.0,,,,,,21.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102122001.0,,,211102122002.0,,,1.0,21.0,1.0,1.0,2.0,122.0,2009.0,211102122.0,1.0,,
3836,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102122002.0,,,211102122001.0,,,1.0,21.0,1.0,1.0,2.0,122.0,2009.0,211102122.0,2.0,,
3838,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102122003.0,,,,,,1.0,21.0,1.0,1.0,2.0,122.0,2009.0,211102122.0,3.0,,
3840,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102123001.0,,,211102123002.0,,,1.0,21.0,1.0,1.0,2.0,123.0,2009.0,211102123.0,1.0,,
3842,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102123002.0,,,211102123001.0,,,1.0,21.0,1.0,1.0,2.0,123.0,2009.0,211102123.0,2.0,,
3844,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,,,,,,,4.0,0.0,,,0.0,,0.0,211102.0,0.0,,211102123003.0,,,,,,1.0,21.0,1.0,1.0,2.0,123.0,2009.0,211102123.0,3.0,,
3846,0.0,,,2.0,,,,,0.0,1.0,,0.0,21.0,21.0,,,,,0.0,41.0,,,,,,22.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102124001.0,,,211102124002.0,,,1.0,21.0,1.0,1.0,2.0,124.0,2009.0,211102124.0,1.0,,
3848,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102124002.0,,,211102124001.0,,,1.0,21.0,1.0,1.0,2.0,124.0,2009.0,211102124.0,2.0,,
3850,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,,,,,,,4.0,0.0,,,0.0,,0.0,211102.0,0.0,,211102124003.0,,,,,,1.0,21.0,1.0,1.0,2.0,124.0,2009.0,211102124.0,3.0,,
3852,0.0,,,,,,,,1.0,,,1.0,21.0,21.0,,,,,0.0,21.0,,,,,,21.0,,,,,,,4.0,2.0,,,,,,,4.0,0.0,,,0.0,,0.0,211102.0,0.0,,211102125001.0,,,,,,1.0,21.0,1.0,1.0,2.0,125.0,2009.0,211102125.0,1.0,,
3854,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102125002.0,,,211102125001.0,,,1.0,21.0,1.0,1.0,2.0,125.0,2009.0,211102125.0,2.0,,
3856,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,48.0,,,,,,,4.0,0.0,,,0.0,,0.0,211102.0,0.0,,211102125003.0,,,,,,1.0,21.0,1.0,1.0,2.0,125.0,2009.0,211102125.0,3.0,,
3858,0.0,,,2.0,,,,,1.0,,,0.0,21.0,21.0,,,,,0.0,21.0,,,,,,21.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102126001.0,,,211102126002.0,,,1.0,21.0,1.0,1.0,2.0,126.0,2009.0,211102126.0,1.0,,
3860,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102126002.0,,,211102126001.0,,,1.0,21.0,1.0,1.0,2.0,126.0,2009.0,211102126.0,2.0,,
3862,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,,,,,,,4.0,0.0,,,0.0,,0.0,211102.0,0.0,,211102126003.0,,,,,,1.0,21.0,1.0,1.0,2.0,126.0,2009.0,211102126.0,3.0,,
3864,0.0,,,2.0,,,,,1.0,,,0.0,21.0,21.0,,,,,0.0,21.0,,,,,,21.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102127001.0,,,211102127002.0,,,1.0,21.0,1.0,1.0,2.0,127.0,2009.0,211102127.0,1.0,,
3866,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,2.0,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211102.0,3.0,,211102127002.0,,,211102127001.0,,,1.0,21.0,1.0,1.0,2.0,127.0,2009.0,211102127.0,2.0,,
3868,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,38.0,,,,,,,4.0,0.0,,,0.0,,0.0,211102.0,0.0,,211102127003.0,,,,,,1.0,21.0,1.0,1.0,2.0,127.0,2009.0,211102127.0,3.0,,
3893,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103002001.0,,,211103002002.0,,,1.0,21.0,1.0,1.0,3.0,2.0,2009.0,211103002.0,1.0,,
3898,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103002002.0,,,211103002001.0,,,1.0,21.0,1.0,1.0,3.0,2.0,2009.0,211103002.0,2.0,,
3903,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,198809.0,3.0,,,,,0.0,,0.0,211103.0,0.0,,211103002005.0,,,,,,1.0,21.0,1.0,1.0,3.0,2.0,2009.0,211103002.0,5.0,,
3908,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200710.0,3.0,,,,,0.0,,0.0,211103.0,0.0,,211103002006.0,,,,,,1.0,21.0,1.0,1.0,3.0,2.0,2009.0,211103002.0,6.0,,
3944,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200505.0,7.0,,,,,0.0,,0.0,211103.0,0.0,,211103004001.0,,,,,,1.0,21.0,1.0,1.0,3.0,4.0,2009.0,211103004.0,1.0,,
3949,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103004002.0,,,,,,1.0,21.0,1.0,1.0,3.0,4.0,2009.0,211103004.0,2.0,,
3954,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200708.0,2.0,,,,,0.0,,0.0,211103.0,0.0,,211103004003.0,,,,,,1.0,21.0,1.0,1.0,3.0,4.0,2009.0,211103004.0,3.0,,
3959,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200708.0,2.0,,,,,0.0,,0.0,211103.0,0.0,,211103004004.0,,,,,,1.0,21.0,1.0,1.0,3.0,4.0,2009.0,211103004.0,4.0,,
3964,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200708.0,2.0,,,,,0.0,,0.0,211103.0,0.0,,211103004005.0,,,,,,1.0,21.0,1.0,1.0,3.0,4.0,2009.0,211103004.0,5.0,,
4069,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103013001.0,,,211103013002.0,,,1.0,21.0,1.0,1.0,3.0,13.0,2009.0,211103013.0,1.0,,
4077,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103013002.0,,,211103013001.0,,,1.0,21.0,1.0,1.0,3.0,13.0,2009.0,211103013.0,2.0,,
4085,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103013003.0,211103013001.0,211103013002.0,,,,1.0,21.0,1.0,1.0,3.0,13.0,2009.0,211103013.0,3.0,,
4178,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,1.0,,,,,,,0.0,,0.0,211103.0,0.0,,211103061001.0,,,,,,1.0,21.0,1.0,1.0,3.0,61.0,2009.0,211103061.0,1.0,,
4182,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103061002.0,,,211103061001.0,,,1.0,21.0,1.0,1.0,3.0,61.0,2009.0,211103061.0,2.0,,
4186,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,1.0,,,,,,,0.0,,0.0,211103.0,0.0,,211103061003.0,,,,,,1.0,21.0,1.0,1.0,3.0,61.0,2009.0,211103061.0,3.0,,
4189,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103081001.0,,,211103081002.0,,,1.0,21.0,1.0,1.0,3.0,81.0,2009.0,211103081.0,1.0,,
4194,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103081002.0,,,211103081001.0,,,1.0,21.0,1.0,1.0,3.0,81.0,2009.0,211103081.0,2.0,,
4199,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,0.0,,1.0,211103.0,3.0,,211103081003.0,211103081001.0,211103081002.0,,,,1.0,21.0,1.0,1.0,3.0,81.0,2009.0,211103081.0,3.0,,
4212,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103083001.0,,,211103083002.0,,,1.0,21.0,1.0,1.0,3.0,83.0,2009.0,211103083.0,1.0,,
4217,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103083002.0,,,211103083001.0,,,1.0,21.0,1.0,1.0,3.0,83.0,2009.0,211103083.0,2.0,,
4222,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103083003.0,211103083001.0,211103083002.0,,,,1.0,21.0,1.0,1.0,3.0,83.0,2009.0,211103083.0,3.0,,
4242,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200505.0,7.0,,,,,0.0,,0.0,211103.0,0.0,,211103086001.0,,,,,,1.0,21.0,1.0,1.0,3.0,86.0,2009.0,211103086.0,1.0,,
4244,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103086002.0,,,,,,1.0,21.0,1.0,1.0,3.0,86.0,2009.0,211103086.0,2.0,,
4246,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,2.0,1.0,,,121.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103086003.0,,211103086002.0,211103086121.0,,,1.0,21.0,1.0,1.0,3.0,86.0,2009.0,211103086.0,3.0,,
4247,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,1.0,,,,2.0,0.0,,,1.0,,0.0,211103.0,3.0,,211103086121.0,,,211103086003.0,,,1.0,21.0,1.0,1.0,3.0,86.0,2009.0,211103086.0,121.0,,
4248,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,121.0,1.0,1.0,3.0,1.0,,,,1.0,,,,1.0,0.0,,,0.0,,1.0,211103.0,1.0,,211103086122.0,211103086121.0,211103086003.0,,,,1.0,21.0,1.0,1.0,3.0,86.0,2009.0,211103086.0,122.0,,
4258,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103090001.0,,,211103090002.0,,,1.0,21.0,1.0,1.0,3.0,90.0,2009.0,211103090.0,1.0,,
4263,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103090002.0,,,211103090001.0,,,1.0,21.0,1.0,1.0,3.0,90.0,2009.0,211103090.0,2.0,,
4268,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,0.0,,1.0,211103.0,3.0,,211103090003.0,211103090001.0,211103090002.0,,,,1.0,21.0,1.0,1.0,3.0,90.0,2009.0,211103090.0,3.0,,
4273,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103091001.0,,,211103091002.0,,,1.0,21.0,1.0,1.0,3.0,91.0,2009.0,211103091.0,1.0,,
4277,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103091002.0,,,211103091001.0,,,1.0,21.0,1.0,1.0,3.0,91.0,2009.0,211103091.0,2.0,,
4281,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,2.0,1.0,,,,,,,0.0,,1.0,211103.0,3.0,,211103091003.0,211103091001.0,211103091002.0,,,,1.0,21.0,1.0,1.0,3.0,91.0,2009.0,211103091.0,3.0,,
4291,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103093001.0,,,211103093002.0,,,1.0,21.0,1.0,1.0,3.0,93.0,2009.0,211103093.0,1.0,,
4296,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103093002.0,,,211103093001.0,,,1.0,21.0,1.0,1.0,3.0,93.0,2009.0,211103093.0,2.0,,
4299,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,,,,1.0,0.0,,,0.0,,1.0,211103.0,3.0,,211103093121.0,,,,,,1.0,21.0,1.0,1.0,3.0,93.0,2009.0,211103093.0,121.0,,
4304,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,-99.0,,,,1.0,,,,,,,0.0,,0.0,211103.0,0.0,,211103094001.0,,,,,,1.0,21.0,1.0,1.0,3.0,94.0,2009.0,211103094.0,1.0,,
4309,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103094002.0,,,211103094001.0,,,1.0,21.0,1.0,1.0,3.0,94.0,2009.0,211103094.0,2.0,,
4314,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,0.0,,1.0,211103.0,3.0,,211103094003.0,211103094001.0,211103094002.0,,,,1.0,21.0,1.0,1.0,3.0,94.0,2009.0,211103094.0,3.0,,
4319,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200711.0,7.0,,,,,0.0,,0.0,211103.0,0.0,,211103094004.0,,,,,,1.0,21.0,1.0,1.0,3.0,94.0,2009.0,211103094.0,4.0,,
4322,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103095001.0,,,,,,1.0,21.0,1.0,1.0,3.0,95.0,2009.0,211103095.0,1.0,,
4326,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103095002.0,,211103095001.0,,,,1.0,21.0,1.0,1.0,3.0,95.0,2009.0,211103095.0,2.0,,
4330,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,1.0,,,,,,,0.0,,0.0,211103.0,0.0,,211103095003.0,,,,,,1.0,21.0,1.0,1.0,3.0,95.0,2009.0,211103095.0,3.0,,
4334,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200409.0,4.0,,,,,0.0,,0.0,211103.0,0.0,,211103095004.0,,,,,,1.0,21.0,1.0,1.0,3.0,95.0,2009.0,211103095.0,4.0,,
4338,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103096001.0,,,211103096002.0,,,1.0,21.0,1.0,1.0,3.0,96.0,2009.0,211103096.0,1.0,,
4343,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103096002.0,,,211103096001.0,,,1.0,21.0,1.0,1.0,3.0,96.0,2009.0,211103096.0,2.0,,
4351,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103097001.0,,,211103097002.0,,,1.0,21.0,1.0,1.0,3.0,97.0,2009.0,211103097.0,1.0,,
4356,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103097002.0,,,211103097001.0,,,1.0,21.0,1.0,1.0,3.0,97.0,2009.0,211103097.0,2.0,,
4361,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,4.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103097003.0,211103097001.0,211103097002.0,211103097004.0,,,1.0,21.0,1.0,1.0,3.0,97.0,2009.0,211103097.0,3.0,,
4366,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,1.0,1.0,,,,,,,1.0,,0.0,211103.0,3.0,,211103097004.0,,,211103097003.0,,,1.0,21.0,1.0,1.0,3.0,97.0,2009.0,211103097.0,4.0,,
4389,0.0,,,4.0,,,,,1.0,,,0.0,21.0,21.0,,,,,0.0,21.0,,,,,,21.0,0.0,,,0.0,,,1.0,,,,1.0,,,,4.0,1.0,211103102.0,2.0,1.0,,0.0,211103.0,3.0,,211103121001.0,,,,,,1.0,21.0,1.0,1.0,3.0,121.0,2009.0,211103121.0,1.0,,
4391,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,4.0,0.0,,,1.0,,0.0,211103.0,3.0,,211103121002.0,,211103121001.0,,,,1.0,21.0,1.0,1.0,3.0,121.0,2009.0,211103121.0,2.0,,
4393,0.0,,,2.0,,,,,1.0,,,0.0,21.0,21.0,,,,,0.0,22.0,,,,,,22.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211103.0,3.0,,211103122001.0,,,211103122002.0,,,1.0,21.0,1.0,1.0,3.0,122.0,2009.0,211103122.0,1.0,,
4394,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211103.0,3.0,,211103122002.0,,,211103122001.0,,,1.0,21.0,1.0,1.0,3.0,122.0,2009.0,211103122.0,2.0,,
