,idind,k2,k3,k4,k5,k6,k7,k7b,k7c,k12,k13,k13b,k13c,wave,k7d,k3a,k5a,k7a,k13a,k8,k9,k10,k11,hhid,line,commid,t1,t2,t3,t4,t5,k6a,k6b
3813,211104006003.0,1.0,20.0,0.0,,1.0,15.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,211104006.0,3.0,211104.0,21.0,1.0,1.0,4.0,6.0,,
3836,211104009001.0,1.0,10.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104009.0,1.0,211104.0,21.0,1.0,1.0,4.0,9.0,,
3843,211104009002.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211104009.0,2.0,211104.0,21.0,1.0,1.0,4.0,9.0,,
3846,211104009101.0,1.0,10.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104009.0,101.0,211104.0,21.0,1.0,1.0,4.0,9.0,,
3854,211104010001.0,0.0,,1.0,20.0,0.0,,1.0,20.0,1.0,14.0,0.0,,2009.0,,,,,,,,,,211104010.0,1.0,211104.0,21.0,1.0,1.0,4.0,10.0,,
3863,211104010002.0,1.0,20.0,1.0,180.0,1.0,30.0,1.0,100.0,1.0,5.0,0.0,,2009.0,,,,,,,,,,211104010.0,2.0,211104.0,21.0,1.0,1.0,4.0,10.0,,
3870,211104010003.0,1.0,20.0,0.0,,1.0,30.0,1.0,20.0,1.0,35.0,0.0,,2009.0,,,,,,,,,,211104010.0,3.0,211104.0,21.0,1.0,1.0,4.0,10.0,,
3875,211104010004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104010.0,4.0,211104.0,21.0,1.0,1.0,4.0,10.0,,
3878,211104010122.0,1.0,70.0,0.0,,0.0,,1.0,30.0,1.0,6.0,0.0,,2009.0,,,,,,,,,,211104010.0,122.0,211104.0,21.0,1.0,1.0,4.0,10.0,,
3885,211104011001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104011.0,1.0,211104.0,21.0,1.0,1.0,4.0,11.0,,
3893,211104011002.0,1.0,90.0,1.0,40.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211104011.0,2.0,211104.0,21.0,1.0,1.0,4.0,11.0,,
3899,211104011003.0,1.0,20.0,0.0,,1.0,60.0,1.0,120.0,0.0,,0.0,,2009.0,,,,,,,,,,211104011.0,3.0,211104.0,21.0,1.0,1.0,4.0,11.0,,
3914,211104012002.0,0.0,,1.0,30.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211104012.0,2.0,211104.0,21.0,1.0,1.0,4.0,12.0,,
3928,211104013001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104013.0,1.0,211104.0,21.0,1.0,1.0,4.0,13.0,,
3936,211104013002.0,1.0,60.0,1.0,120.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211104013.0,2.0,211104.0,21.0,1.0,1.0,4.0,13.0,,
3950,211104014001.0,1.0,60.0,0.0,,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211104014.0,1.0,211104.0,21.0,1.0,1.0,4.0,14.0,,
3959,211104014002.0,1.0,20.0,1.0,20.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211104014.0,2.0,211104.0,21.0,1.0,1.0,4.0,14.0,,
3967,211104014003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104014.0,3.0,211104.0,21.0,1.0,1.0,4.0,14.0,,
3969,211104014081.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104014.0,81.0,211104.0,21.0,1.0,1.0,4.0,14.0,,
3988,211104016003.0,1.0,120.0,1.0,30.0,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211104016.0,3.0,211104.0,21.0,1.0,1.0,4.0,16.0,,
3994,211104016061.0,1.0,10.0,1.0,180.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211104016.0,61.0,211104.0,21.0,1.0,1.0,4.0,16.0,,
3997,211104016081.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104016.0,81.0,211104.0,21.0,1.0,1.0,4.0,16.0,,
4005,211104017001.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104017.0,1.0,211104.0,21.0,1.0,1.0,4.0,17.0,,
4014,211104017002.0,1.0,120.0,1.0,90.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211104017.0,2.0,211104.0,21.0,1.0,1.0,4.0,17.0,,
4041,211104019002.0,1.0,60.0,1.0,120.0,1.0,30.0,1.0,90.0,0.0,,1.0,2.0,2009.0,,,,,,,,,,211104019.0,2.0,211104.0,21.0,1.0,1.0,4.0,19.0,,
4043,211104019003.0,1.0,15.0,0.0,,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,211104019.0,3.0,211104.0,21.0,1.0,1.0,4.0,19.0,,
4055,211104020002.0,1.0,90.0,1.0,50.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211104020.0,2.0,211104.0,21.0,1.0,1.0,4.0,20.0,,
4075,211104063001.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104063.0,1.0,211104.0,21.0,1.0,1.0,4.0,63.0,,
4080,211104063002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104063.0,2.0,211104.0,21.0,1.0,1.0,4.0,63.0,,
4083,211104063003.0,1.0,60.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104063.0,3.0,211104.0,21.0,1.0,1.0,4.0,63.0,,
4087,211104063121.0,0.0,,0.0,,0.0,,1.0,120.0,0.0,,0.0,,2009.0,,,,,,,,,,211104063.0,121.0,211104.0,21.0,1.0,1.0,4.0,63.0,,
4092,211104064001.0,1.0,10.0,1.0,180.0,1.0,60.0,1.0,60.0,1.0,21.0,1.0,40.0,2009.0,,,,,,,,,,211104064.0,1.0,211104.0,21.0,1.0,1.0,4.0,64.0,,
4098,211104064002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104064.0,2.0,211104.0,21.0,1.0,1.0,4.0,64.0,,
4102,211104081001.0,1.0,15.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104081.0,1.0,211104.0,21.0,1.0,1.0,4.0,81.0,,
4111,211104081002.0,1.0,20.0,1.0,90.0,1.0,90.0,1.0,30.0,1.0,21.0,0.0,,2009.0,,,,,,,,,,211104081.0,2.0,211104.0,21.0,1.0,1.0,4.0,81.0,,
4119,211104121001.0,1.0,10.0,1.0,30.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211104121.0,1.0,211104.0,21.0,1.0,1.0,4.0,121.0,,
4120,211104121002.0,1.0,60.0,0.0,,1.0,5.0,0.0,,1.0,2.0,0.0,,2009.0,,,,,,,,,,211104121.0,2.0,211104.0,21.0,1.0,1.0,4.0,121.0,,
4127,211104122001.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211104122.0,1.0,211104.0,21.0,1.0,1.0,4.0,122.0,,
4130,211104122002.0,1.0,30.0,1.0,45.0,1.0,45.0,1.0,50.0,0.0,,0.0,,2009.0,,,,,,,,,,211104122.0,2.0,211104.0,21.0,1.0,1.0,4.0,122.0,,
4131,211104122003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104122.0,3.0,211104.0,21.0,1.0,1.0,4.0,122.0,,
4132,211104123001.0,1.0,10.0,1.0,30.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211104123.0,1.0,211104.0,21.0,1.0,1.0,4.0,123.0,,
4136,211104123002.0,1.0,30.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104123.0,2.0,211104.0,21.0,1.0,1.0,4.0,123.0,,
4143,211104124001.0,1.0,-99.0,1.0,130.0,1.0,5.0,1.0,20.0,1.0,21.0,0.0,,2009.0,,,,,,,,,,211104124.0,1.0,211104.0,21.0,1.0,1.0,4.0,124.0,,
4144,211104124002.0,1.0,10.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104124.0,2.0,211104.0,21.0,1.0,1.0,4.0,124.0,,
4150,211104141001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211104016.0,1.0,211104.0,21.0,1.0,1.0,4.0,16.0,,
4159,211104141002.0,0.0,,0.0,,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211104016.0,2.0,211104.0,21.0,1.0,1.0,4.0,16.0,,
4435,211201130001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201130.0,1.0,211201.0,21.0,1.0,2.0,1.0,130.0,,
4438,211201130002.0,1.0,30.0,1.0,60.0,1.0,60.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211201130.0,2.0,211201.0,21.0,1.0,2.0,1.0,130.0,,
4441,211201131001.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201131.0,1.0,211201.0,21.0,1.0,2.0,1.0,131.0,,
4443,211201131002.0,0.0,,1.0,120.0,1.0,60.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211201131.0,2.0,211201.0,21.0,1.0,2.0,1.0,131.0,,
4445,211201132001.0,1.0,60.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,211201132.0,1.0,211201.0,21.0,1.0,2.0,1.0,132.0,,
4448,211201132002.0,1.0,60.0,1.0,60.0,1.0,40.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211201132.0,2.0,211201.0,21.0,1.0,2.0,1.0,132.0,,
4451,211201133001.0,1.0,30.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201133.0,1.0,211201.0,21.0,1.0,2.0,1.0,133.0,,
4454,211201133002.0,1.0,-88.0,0.0,,1.0,-99.0,1.0,-99.0,1.0,-99.0,0.0,,2009.0,,,,,,,,,,211201133.0,2.0,211201.0,21.0,1.0,2.0,1.0,133.0,,
4459,211201134001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201134.0,1.0,211201.0,21.0,1.0,2.0,1.0,134.0,,
4462,211201134002.0,1.0,120.0,1.0,120.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211201134.0,2.0,211201.0,21.0,1.0,2.0,1.0,134.0,,
4465,211201135001.0,1.0,90.0,1.0,120.0,1.0,120.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211201135.0,1.0,211201.0,21.0,1.0,2.0,1.0,135.0,,
4468,211201135002.0,0.0,,0.0,,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211201135.0,2.0,211201.0,21.0,1.0,2.0,1.0,135.0,,
4471,211201135003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201135.0,3.0,211201.0,21.0,1.0,2.0,1.0,135.0,,
4473,211201136001.0,1.0,60.0,1.0,90.0,0.0,,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211201136.0,1.0,211201.0,21.0,1.0,2.0,1.0,136.0,,
4476,211201136002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201136.0,2.0,211201.0,21.0,1.0,2.0,1.0,136.0,,
4478,211201136003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201136.0,3.0,211201.0,21.0,1.0,2.0,1.0,136.0,,
4480,211201136004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201136.0,4.0,211201.0,21.0,1.0,2.0,1.0,136.0,,
4482,211201137001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201137.0,1.0,211201.0,21.0,1.0,2.0,1.0,137.0,,
4489,211201137002.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201137.0,2.0,211201.0,21.0,1.0,2.0,1.0,137.0,,
4491,211201137003.0,1.0,120.0,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211201137.0,3.0,211201.0,21.0,1.0,2.0,1.0,137.0,,
4493,211201138001.0,1.0,120.0,0.0,,1.0,30.0,1.0,180.0,1.0,60.0,0.0,,2009.0,,,,,,,,,,211201138.0,1.0,211201.0,21.0,1.0,2.0,1.0,138.0,,
4495,211201138002.0,1.0,120.0,1.0,180.0,1.0,120.0,1.0,60.0,1.0,18.0,0.0,,2009.0,,,,,,,,,,211201138.0,2.0,211201.0,21.0,1.0,2.0,1.0,138.0,,
4497,211201139001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201139.0,1.0,211201.0,21.0,1.0,2.0,1.0,139.0,,
4500,211201139002.0,1.0,60.0,1.0,120.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211201139.0,2.0,211201.0,21.0,1.0,2.0,1.0,139.0,,
4503,211201139003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201139.0,3.0,211201.0,21.0,1.0,2.0,1.0,139.0,,
4506,211201139004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201139.0,4.0,211201.0,21.0,1.0,2.0,1.0,139.0,,
4509,211201139005.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211201139.0,5.0,211201.0,21.0,1.0,2.0,1.0,139.0,,
4717,211202085001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202085.0,1.0,211202.0,21.0,1.0,2.0,2.0,85.0,,
4722,211202085002.0,1.0,30.0,1.0,150.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211202085.0,2.0,211202.0,21.0,1.0,2.0,2.0,85.0,,
4727,211202085003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202085.0,3.0,211202.0,21.0,1.0,2.0,2.0,85.0,,
4732,211202121001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202121.0,1.0,211202.0,21.0,1.0,2.0,2.0,121.0,,
4735,211202121002.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,120.0,0.0,,0.0,,2009.0,,,,,,,,,,211202121.0,2.0,211202.0,21.0,1.0,2.0,2.0,121.0,,
4738,211202121003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202121.0,3.0,211202.0,21.0,1.0,2.0,2.0,121.0,,
4740,211202122001.0,1.0,30.0,1.0,30.0,1.0,60.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211202122.0,1.0,211202.0,21.0,1.0,2.0,2.0,122.0,,
4743,211202122002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202122.0,2.0,211202.0,21.0,1.0,2.0,2.0,122.0,,
4745,211202123001.0,1.0,60.0,1.0,60.0,0.0,,1.0,40.0,0.0,,0.0,,2009.0,,,,,,,,,,211202123.0,1.0,211202.0,21.0,1.0,2.0,2.0,123.0,,
4748,211202123002.0,0.0,,0.0,,1.0,90.0,1.0,150.0,0.0,,0.0,,2009.0,,,,,,,,,,211202123.0,2.0,211202.0,21.0,1.0,2.0,2.0,123.0,,
4751,211202123003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202123.0,3.0,211202.0,21.0,1.0,2.0,2.0,123.0,,
4753,211202124001.0,1.0,60.0,1.0,30.0,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,211202124.0,1.0,211202.0,21.0,1.0,2.0,2.0,124.0,,
4756,211202124002.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211202124.0,2.0,211202.0,21.0,1.0,2.0,2.0,124.0,,
4759,211202125001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202125.0,1.0,211202.0,21.0,1.0,2.0,2.0,125.0,,
4761,211202125002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202125.0,2.0,211202.0,21.0,1.0,2.0,2.0,125.0,,
4764,211202126001.0,0.0,,0.0,,1.0,60.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202126.0,1.0,211202.0,21.0,1.0,2.0,2.0,126.0,,
4767,211202126002.0,1.0,45.0,1.0,120.0,0.0,,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211202126.0,2.0,211202.0,21.0,1.0,2.0,2.0,126.0,,
4770,211202127001.0,1.0,30.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202127.0,1.0,211202.0,21.0,1.0,2.0,2.0,127.0,,
4773,211202127002.0,0.0,,1.0,120.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211202127.0,2.0,211202.0,21.0,1.0,2.0,2.0,127.0,,
4776,211202128001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202128.0,1.0,211202.0,21.0,1.0,2.0,2.0,128.0,,
4779,211202128002.0,1.0,120.0,1.0,120.0,1.0,60.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211202128.0,2.0,211202.0,21.0,1.0,2.0,2.0,128.0,,
4782,211202129001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202129.0,1.0,211202.0,21.0,1.0,2.0,2.0,129.0,,
4785,211202129002.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211202129.0,2.0,211202.0,21.0,1.0,2.0,2.0,129.0,,
4788,211202129003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211202129.0,3.0,211202.0,21.0,1.0,2.0,2.0,129.0,,
4798,211203001001.0,1.0,30.0,1.0,100.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203001.0,1.0,211203.0,21.0,1.0,2.0,3.0,1.0,,
4807,211203001002.0,1.0,40.0,1.0,60.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211203001.0,2.0,211203.0,21.0,1.0,2.0,3.0,1.0,,
4828,211203003001.0,1.0,30.0,1.0,30.0,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203003.0,1.0,211203.0,21.0,1.0,2.0,3.0,3.0,,
4837,211203003002.0,1.0,-88.0,1.0,180.0,1.0,30.0,1.0,180.0,0.0,,0.0,,2009.0,,,,,,,,,,211203003.0,2.0,211203.0,21.0,1.0,2.0,3.0,3.0,,
4859,211203005001.0,1.0,40.0,1.0,40.0,0.0,,0.0,,1.0,3.0,0.0,,2009.0,,,,,,,,,,211203005.0,1.0,211203.0,21.0,1.0,2.0,3.0,5.0,,
4868,211203005002.0,0.0,,0.0,,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211203005.0,2.0,211203.0,21.0,1.0,2.0,3.0,5.0,,
4882,211203005005.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203005.0,5.0,211203.0,21.0,1.0,2.0,3.0,5.0,,
4886,211203005081.0,0.0,,0.0,,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203005.0,81.0,211203.0,21.0,1.0,2.0,3.0,5.0,,
4888,211203005082.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203005.0,82.0,211203.0,21.0,1.0,2.0,3.0,5.0,,
4903,211203006003.0,1.0,30.0,1.0,60.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211203006.0,3.0,211203.0,21.0,1.0,2.0,3.0,6.0,,
4913,211203006005.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211203006.0,5.0,211203.0,21.0,1.0,2.0,3.0,6.0,,
4921,211203007001.0,1.0,50.0,1.0,200.0,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203007.0,1.0,211203.0,21.0,1.0,2.0,3.0,7.0,,
4930,211203007002.0,1.0,35.0,1.0,30.0,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,211203007.0,2.0,211203.0,21.0,1.0,2.0,3.0,7.0,,
4954,211203009001.0,1.0,-88.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203009.0,1.0,211203.0,21.0,1.0,2.0,3.0,9.0,,
4962,211203009002.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211203009.0,2.0,211203.0,21.0,1.0,2.0,3.0,9.0,,
4974,211203010001.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203010.0,1.0,211203.0,21.0,1.0,2.0,3.0,10.0,,
4982,211203010002.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203010.0,2.0,211203.0,21.0,1.0,2.0,3.0,10.0,,
4994,211203011001.0,1.0,20.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203011.0,1.0,211203.0,21.0,1.0,2.0,3.0,11.0,,
5002,211203011002.0,1.0,-88.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203011.0,2.0,211203.0,21.0,1.0,2.0,3.0,11.0,,
5032,211203014001.0,0.0,,1.0,40.0,1.0,30.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203014.0,1.0,211203.0,21.0,1.0,2.0,3.0,14.0,,
5041,211203014002.0,1.0,60.0,0.0,,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211203014.0,2.0,211203.0,21.0,1.0,2.0,3.0,14.0,,
5055,211203015001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203015.0,1.0,211203.0,21.0,1.0,2.0,3.0,15.0,,
5062,211203015002.0,1.0,40.0,1.0,120.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203015.0,2.0,211203.0,21.0,1.0,2.0,3.0,15.0,,
5072,211203015004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203015.0,4.0,211203.0,21.0,1.0,2.0,3.0,15.0,,
5086,211203017001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203017.0,1.0,211203.0,21.0,1.0,2.0,3.0,17.0,,
5094,211203017002.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203017.0,2.0,211203.0,21.0,1.0,2.0,3.0,17.0,,
5141,211203061001.0,1.0,20.0,1.0,15.0,1.0,10.0,1.0,5.0,0.0,,0.0,,2009.0,,,,,,,,,,211203061.0,1.0,211203.0,21.0,1.0,2.0,3.0,61.0,,
5147,211203061002.0,1.0,30.0,1.0,20.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,211203061.0,2.0,211203.0,21.0,1.0,2.0,3.0,61.0,,
5169,211203083001.0,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,,2009.0,,,,,,,,,,211203083.0,1.0,211203.0,21.0,1.0,2.0,3.0,83.0,,
5173,211203083002.0,1.0,100.0,1.0,160.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211203083.0,2.0,211203.0,21.0,1.0,2.0,3.0,83.0,,
5183,211203084001.0,1.0,60.0,1.0,60.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,211203084.0,1.0,211203.0,21.0,1.0,2.0,3.0,84.0,,
5188,211203084002.0,1.0,60.0,1.0,120.0,1.0,40.0,1.0,40.0,0.0,,0.0,,2009.0,,,,,,,,,,211203084.0,2.0,211203.0,21.0,1.0,2.0,3.0,84.0,,
5192,211203084003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203084.0,3.0,211203.0,21.0,1.0,2.0,3.0,84.0,,
5202,211203086001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203086.0,1.0,211203.0,21.0,1.0,2.0,3.0,86.0,,
5207,211203086002.0,1.0,30.0,1.0,120.0,1.0,40.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203086.0,2.0,211203.0,21.0,1.0,2.0,3.0,86.0,,
5211,211203087001.0,1.0,60.0,0.0,,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203087.0,1.0,211203.0,21.0,1.0,2.0,3.0,87.0,,
5215,211203087002.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203087.0,2.0,211203.0,21.0,1.0,2.0,3.0,87.0,,
5217,211203087003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203087.0,3.0,211203.0,21.0,1.0,2.0,3.0,87.0,,
5221,211203088001.0,1.0,60.0,1.0,60.0,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203088.0,1.0,211203.0,21.0,1.0,2.0,3.0,88.0,,
5226,211203088002.0,1.0,60.0,1.0,60.0,1.0,40.0,1.0,40.0,0.0,,0.0,,2009.0,,,,,,,,,,211203088.0,2.0,211203.0,21.0,1.0,2.0,3.0,88.0,,
5229,211203121001.0,1.0,60.0,1.0,90.0,1.0,60.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203121.0,1.0,211203.0,21.0,1.0,2.0,3.0,121.0,,
5232,211203121002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203121.0,2.0,211203.0,21.0,1.0,2.0,3.0,121.0,,
5235,211203121003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203121.0,3.0,211203.0,21.0,1.0,2.0,3.0,121.0,,
5238,211203122001.0,1.0,180.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,211203122.0,1.0,211203.0,21.0,1.0,2.0,3.0,122.0,,
5241,211203122002.0,1.0,20.0,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,211203122.0,2.0,211203.0,21.0,1.0,2.0,3.0,122.0,,
